# Frequency(THz) spec_cv(J/Kg.K.THz) cum_cv(J/Kg.K)
63.710981 0.000115 437.558981
63.714981 0.000114 437.558984
63.718980 0.000114 437.558987
63.722980 0.000114 437.558989
63.726980 0.000114 437.558992
63.730980 0.000114 437.558995
63.734980 0.000114 437.558998
63.738980 0.000114 437.559001
63.742980 0.000113 437.559004
63.746980 0.000113 437.559007
63.750980 0.000113 437.559009
63.754980 0.000113 437.559012
63.758980 0.000113 437.559015
63.762980 0.000113 437.559018
63.766980 0.000113 437.559021
63.770980 0.000112 437.559024
63.774980 0.000112 437.559026
63.778980 0.000112 437.559029
63.782979 0.000112 437.559032
63.786979 0.000112 437.559035
63.790979 0.000112 437.559038
63.794979 0.000112 437.559040
63.798979 0.000112 437.559043
63.802979 0.000112 437.559046
63.806979 0.000112 437.559049
63.810979 0.000111 437.559052
63.814979 0.000111 437.559055
63.818979 0.000111 437.559057
63.822979 0.000111 437.559060
63.826979 0.000111 437.559063
63.830979 0.000111 437.559066
63.834979 0.000111 437.559068
63.838979 0.000111 437.559071
63.842979 0.000111 437.559074
63.846978 0.000111 437.559077
63.850978 0.000111 437.559080
63.854978 0.000111 437.559082
63.858978 0.000111 437.559085
63.862978 0.000111 437.559088
63.866978 0.000111 437.559091
63.870978 0.000111 437.559094
63.874978 0.000111 437.559096
63.878978 0.000111 437.559099
63.882978 0.000111 437.559102
63.886978 0.000111 437.559105
63.890978 0.000111 437.559108
63.894978 0.000111 437.559110
63.898978 0.000111 437.559113
63.902978 0.000111 437.559116
63.906977 0.000111 437.559119
63.910977 0.000111 437.559121
63.914977 0.000111 437.559124
63.918977 0.000111 437.559127
63.922977 0.000111 437.559130
63.926977 0.000111 437.559133
63.930977 0.000111 437.559135
63.934977 0.000111 437.559138
63.938977 0.000111 437.559141
63.942977 0.000111 437.559144
63.946977 0.000111 437.559147
63.950977 0.000111 437.559149
63.954977 0.000111 437.559152
63.958977 0.000111 437.559155
63.962977 0.000111 437.559158
63.966977 0.000111 437.559161
63.970976 0.000111 437.559163
63.974976 0.000111 437.559166
63.978976 0.000111 437.559169
63.982976 0.000111 437.559172
63.986976 0.000111 437.559174
63.990976 0.000111 437.559177
63.994976 0.000111 437.559180
63.998976 0.000111 437.559183
64.002976 0.000111 437.559186
64.006976 0.000111 437.559188
64.010976 0.000111 437.559191
64.014976 0.000111 437.559194
64.018976 0.000111 437.559197
64.022976 0.000111 437.559200
64.026976 0.000111 437.559202
64.030976 0.000111 437.559205
64.034975 0.000111 437.559208
64.038975 0.000111 437.559211
64.042975 0.000111 437.559214
64.046975 0.000111 437.559216
64.050975 0.000111 437.559219
64.054975 0.000111 437.559222
64.058975 0.000111 437.559225
64.062975 0.000111 437.559228
64.066975 0.000111 437.559230
64.070975 0.000111 437.559233
64.074975 0.000111 437.559236
64.078975 0.000111 437.559239
64.082975 0.000111 437.559241
64.086975 0.000111 437.559244
64.090975 0.000111 437.559247
64.094974 0.000111 437.559250
64.098974 0.000111 437.559253
64.102974 0.000111 437.559255
64.106974 0.000111 437.559258
64.110974 0.000111 437.559261
64.114974 0.000111 437.559264
64.118974 0.000111 437.559267
64.122974 0.000111 437.559269
64.126974 0.000111 437.559272
64.130974 0.000111 437.559275
64.134974 0.000111 437.559278
64.138974 0.000111 437.559281
64.142974 0.000111 437.559283
64.146974 0.000111 437.559286
64.150974 0.000112 437.559289
64.154974 0.000111 437.559292
64.158973 0.000111 437.559294
64.162973 0.000112 437.559297
64.166973 0.000112 437.559300
64.170973 0.000112 437.559303
64.174973 0.000112 437.559306
64.178973 0.000112 437.559309
64.182973 0.000112 437.559311
64.186973 0.000112 437.559314
64.190973 0.000112 437.559317
64.194973 0.000112 437.559320
64.198973 0.000113 437.559323
64.202973 0.000113 437.559325
64.206973 0.000113 437.559328
64.210973 0.000113 437.559331
64.214973 0.000113 437.559334
64.218972 0.000113 437.559337
64.222972 0.000113 437.559340
64.226972 0.000113 437.559342
64.230972 0.000113 437.559345
64.234972 0.000113 437.559348
64.238972 0.000113 437.559351
64.242972 0.000114 437.559354
64.246972 0.000114 437.559357
64.250972 0.000114 437.559360
64.254972 0.000114 437.559362
64.258972 0.000114 437.559365
64.262972 0.000114 437.559368
64.266972 0.000114 437.559371
64.270972 0.000114 437.559374
64.274972 0.000114 437.559377
64.278972 0.000115 437.559380
64.282971 0.000115 437.559382
64.286971 0.000115 437.559385
64.290971 0.000115 437.559388
64.294971 0.000115 437.559391
64.298971 0.000115 437.559394
64.302971 0.000115 437.559397
64.306971 0.000115 437.559400
64.310971 0.000116 437.559403
64.314971 0.000116 437.559406
64.318971 0.000116 437.559409
64.322971 0.000116 437.559411
64.326971 0.000116 437.559414
64.330971 0.000116 437.559417
64.334971 0.000116 437.559420
64.338971 0.000117 437.559423
64.342971 0.000117 437.559426
64.346970 0.000117 437.559429
64.350970 0.000117 437.559432
64.354970 0.000117 437.559435
64.358970 0.000117 437.559438
64.362970 0.000117 437.559441
64.366970 0.000117 437.559444
64.370970 0.000117 437.559447
64.374970 0.000117 437.559450
64.378970 0.000117 437.559452
64.382970 0.000117 437.559455
64.386970 0.000117 437.559458
64.390970 0.000118 437.559461
64.394970 0.000118 437.559464
64.398970 0.000118 437.559467
64.402970 0.000118 437.559470
64.406969 0.000118 437.559473
64.410969 0.000118 437.559476
64.414969 0.000118 437.559479
64.418969 0.000118 437.559482
64.422969 0.000118 437.559485
64.426969 0.000118 437.559488
64.430969 0.000118 437.559491
64.434969 0.000118 437.559494
64.438969 0.000118 437.559497
64.442969 0.000118 437.559500
64.446969 0.000118 437.559503
64.450969 0.000118 437.559506
64.454969 0.000118 437.559509
64.458969 0.000118 437.559512
64.462969 0.000118 437.559515
64.466969 0.000118 437.559518
64.470968 0.000118 437.559521
64.474968 0.000118 437.559524
64.478968 0.000118 437.559527
64.482968 0.000118 437.559529
64.486968 0.000118 437.559532
64.490968 0.000118 437.559535
64.494968 0.000118 437.559538
64.498968 0.000118 437.559541
64.502968 0.000118 437.559544
64.506968 0.000118 437.559547
64.510968 0.000118 437.559550
64.514968 0.000118 437.559553
64.518968 0.000118 437.559556
64.522968 0.000118 437.559559
64.526968 0.000118 437.559562
64.530968 0.000118 437.559565
64.534967 0.000118 437.559568
64.538967 0.000118 437.559571
64.542967 0.000117 437.559574
64.546967 0.000117 437.559577
64.550967 0.000117 437.559580
64.554967 0.000117 437.559583
64.558967 0.000117 437.559586
64.562967 0.000117 437.559589
64.566967 0.000117 437.559592
64.570967 0.000117 437.559595
64.574967 0.000117 437.559598
64.578967 0.000117 437.559600
64.582967 0.000117 437.559603
64.586967 0.000117 437.559606
64.590967 0.000117 437.559609
64.594966 0.000116 437.559612
64.598966 0.000116 437.559615
64.602966 0.000116 437.559618
64.606966 0.000116 437.559621
64.610966 0.000116 437.559624
64.614966 0.000116 437.559627
64.618966 0.000116 437.559630
64.622966 0.000116 437.559633
64.626966 0.000116 437.559636
64.630966 0.000116 437.559638
64.634966 0.000116 437.559641
64.638966 0.000116 437.559644
64.642966 0.000116 437.559647
64.646966 0.000115 437.559650
64.650966 0.000115 437.559653
64.654966 0.000115 437.559656
64.658965 0.000115 437.559659
64.662965 0.000115 437.559662
64.666965 0.000115 437.559665
64.670965 0.000114 437.559667
64.674965 0.000114 437.559670
64.678965 0.000114 437.559673
64.682965 0.000114 437.559676
64.686965 0.000114 437.559679
64.690965 0.000114 437.559682
64.694965 0.000114 437.559685
64.698965 0.000114 437.559688
64.702965 0.000114 437.559690
64.706965 0.000114 437.559693
64.710965 0.000114 437.559696
64.714965 0.000114 437.559699
64.718964 0.000113 437.559702
64.722964 0.000113 437.559705
64.726964 0.000113 437.559708
64.730964 0.000113 437.559710
64.734964 0.000113 437.559713
64.738964 0.000113 437.559716
64.742964 0.000113 437.559719
64.746964 0.000113 437.559722
64.750964 0.000113 437.559725
64.754964 0.000113 437.559727
64.758964 0.000113 437.559730
64.762964 0.000113 437.559733
64.766964 0.000113 437.559736
64.770964 0.000113 437.559739
64.774964 0.000113 437.559742
64.778964 0.000113 437.559744
64.782963 0.000113 437.559747
64.786963 0.000113 437.559750
64.790963 0.000113 437.559753
64.794963 0.000113 437.559756
64.798963 0.000113 437.559759
64.802963 0.000113 437.559762
64.806963 0.000113 437.559764
64.810963 0.000113 437.559767
64.814963 0.000113 437.559770
64.818963 0.000113 437.559773
64.822963 0.000112 437.559776
64.826963 0.000112 437.559779
64.830963 0.000112 437.559781
64.834963 0.000112 437.559784
64.838963 0.000112 437.559787
64.842963 0.000113 437.559790
64.846962 0.000113 437.559793
64.850962 0.000112 437.559795
64.854962 0.000112 437.559798
64.858962 0.000112 437.559801
64.862962 0.000112 437.559804
64.866962 0.000112 437.559807
64.870962 0.000112 437.559810
64.874962 0.000112 437.559812
64.878962 0.000112 437.559815
64.882962 0.000112 437.559818
64.886962 0.000112 437.559821
64.890962 0.000112 437.559824
64.894962 0.000112 437.559826
64.898962 0.000112 437.559829
64.902962 0.000112 437.559832
64.906961 0.000112 437.559835
64.910961 0.000112 437.559838
64.914961 0.000112 437.559841
64.918961 0.000112 437.559843
64.922961 0.000112 437.559846
64.926961 0.000112 437.559849
64.930961 0.000112 437.559852
64.934961 0.000112 437.559855
64.938961 0.000112 437.559857
64.942961 0.000112 437.559860
64.946961 0.000112 437.559863
64.950961 0.000112 437.559866
64.954961 0.000112 437.559869
64.958961 0.000112 437.559872
64.962961 0.000112 437.559874
64.966961 0.000112 437.559877
64.970960 0.000112 437.559880
64.974960 0.000112 437.559883
64.978960 0.000112 437.559886
64.982960 0.000112 437.559888
64.986960 0.000112 437.559891
64.990960 0.000112 437.559894
64.994960 0.000112 437.559897
64.998960 0.000112 437.559900
65.002960 0.000112 437.559902
65.006960 0.000112 437.559905
65.010960 0.000112 437.559908
65.014960 0.000112 437.559911
65.018960 0.000112 437.559914
65.022960 0.000112 437.559917
65.026960 0.000112 437.559919
65.030960 0.000112 437.559922
65.034959 0.000112 437.559925
65.038959 0.000112 437.559928
65.042959 0.000112 437.559931
65.046959 0.000112 437.559933
65.050959 0.000112 437.559936
65.054959 0.000112 437.559939
65.058959 0.000112 437.559942
65.062959 0.000112 437.559945
65.066959 0.000112 437.559948
65.070959 0.000112 437.559950
65.074959 0.000113 437.559953
65.078959 0.000113 437.559956
65.082959 0.000113 437.559959
65.086959 0.000113 437.559962
65.090959 0.000113 437.559964
65.094958 0.000113 437.559967
65.098958 0.000113 437.559970
65.102958 0.000113 437.559973
65.106958 0.000113 437.559976
65.110958 0.000113 437.559979
65.114958 0.000114 437.559982
65.118958 0.000114 437.559984
65.122958 0.000114 437.559987
65.126958 0.000114 437.559990
65.130958 0.000114 437.559993
65.134958 0.000114 437.559996
65.138958 0.000114 437.559999
65.142958 0.000114 437.560002
65.146958 0.000114 437.560004
65.150958 0.000114 437.560007
65.154958 0.000115 437.560010
65.158957 0.000115 437.560013
65.162957 0.000115 437.560016
65.166957 0.000115 437.560019
65.170957 0.000115 437.560022
65.174957 0.000115 437.560025
65.178957 0.000115 437.560028
65.182957 0.000115 437.560030
65.186957 0.000115 437.560033
65.190957 0.000115 437.560036
65.194957 0.000115 437.560039
65.198957 0.000115 437.560042
65.202957 0.000115 437.560045
65.206957 0.000115 437.560048
65.210957 0.000116 437.560051
65.214957 0.000116 437.560054
65.218956 0.000116 437.560056
65.222956 0.000116 437.560059
65.226956 0.000116 437.560062
65.230956 0.000116 437.560065
65.234956 0.000116 437.560068
65.238956 0.000116 437.560071
65.242956 0.000116 437.560074
65.246956 0.000116 437.560077
65.250956 0.000116 437.560080
65.254956 0.000116 437.560083
65.258956 0.000116 437.560086
65.262956 0.000116 437.560089
65.266956 0.000116 437.560091
65.270956 0.000116 437.560094
65.274956 0.000116 437.560097
65.278956 0.000117 437.560100
65.282955 0.000117 437.560103
65.286955 0.000117 437.560106
65.290955 0.000117 437.560109
65.294955 0.000117 437.560112
65.298955 0.000117 437.560115
65.302955 0.000117 437.560118
65.306955 0.000117 437.560121
65.310955 0.000117 437.560124
65.314955 0.000117 437.560127
65.318955 0.000118 437.560130
65.322955 0.000118 437.560133
65.326955 0.000118 437.560135
65.330955 0.000118 437.560138
65.334955 0.000118 437.560141
65.338955 0.000118 437.560144
65.342955 0.000118 437.560147
65.346954 0.000118 437.560150
65.350954 0.000118 437.560153
65.354954 0.000119 437.560156
65.358954 0.000119 437.560159
65.362954 0.000119 437.560162
65.366954 0.000119 437.560165
65.370954 0.000119 437.560168
65.374954 0.000119 437.560171
65.378954 0.000119 437.560174
65.382954 0.000119 437.560177
65.386954 0.000119 437.560180
65.390954 0.000119 437.560183
65.394954 0.000119 437.560186
65.398954 0.000119 437.560189
65.402954 0.000119 437.560192
65.406953 0.000119 437.560195
65.410953 0.000119 437.560198
65.414953 0.000119 437.560201
65.418953 0.000119 437.560204
65.422953 0.000119 437.560207
65.426953 0.000119 437.560210
65.430953 0.000119 437.560213
65.434953 0.000119 437.560216
65.438953 0.000119 437.560219
65.442953 0.000119 437.560222
65.446953 0.000119 437.560225
65.450953 0.000119 437.560228
65.454953 0.000119 437.560231
65.458953 0.000119 437.560234
65.462953 0.000119 437.560237
65.466953 0.000119 437.560240
65.470952 0.000119 437.560243
65.474952 0.000120 437.560246
65.478952 0.000120 437.560249
65.482952 0.000120 437.560252
65.486952 0.000120 437.560255
65.490952 0.000120 437.560258
65.494952 0.000120 437.560261
65.498952 0.000120 437.560264
65.502952 0.000120 437.560267
65.506952 0.000120 437.560270
65.510952 0.000121 437.560273
65.514952 0.000121 437.560276
65.518952 0.000121 437.560279
65.522952 0.000121 437.560282
65.526952 0.000121 437.560285
65.530952 0.000121 437.560288
65.534951 0.000121 437.560291
65.538951 0.000121 437.560294
65.542951 0.000121 437.560297
65.546951 0.000122 437.560300
65.550951 0.000122 437.560303
65.554951 0.000122 437.560307
65.558951 0.000122 437.560310
65.562951 0.000122 437.560313
65.566951 0.000122 437.560316
65.570951 0.000122 437.560319
65.574951 0.000122 437.560322
65.578951 0.000122 437.560325
65.582951 0.000123 437.560328
65.586951 0.000123 437.560331
65.590951 0.000123 437.560334
65.594950 0.000123 437.560337
65.598950 0.000123 437.560340
65.602950 0.000123 437.560343
65.606950 0.000123 437.560347
65.610950 0.000123 437.560350
65.614950 0.000123 437.560353
65.618950 0.000123 437.560356
65.622950 0.000123 437.560359
65.626950 0.000123 437.560362
65.630950 0.000123 437.560365
65.634950 0.000123 437.560368
65.638950 0.000123 437.560371
65.642950 0.000123 437.560374
65.646950 0.000123 437.560377
65.650950 0.000123 437.560381
65.654950 0.000123 437.560384
65.658949 0.000123 437.560387
65.662949 0.000123 437.560390
65.666949 0.000123 437.560393
65.670949 0.000123 437.560396
65.674949 0.000123 437.560399
65.678949 0.000124 437.560402
65.682949 0.000124 437.560405
65.686949 0.000124 437.560408
65.690949 0.000124 437.560412
65.694949 0.000124 437.560415
65.698949 0.000124 437.560418
65.702949 0.000124 437.560421
65.706949 0.000124 437.560424
65.710949 0.000124 437.560427
65.714949 0.000124 437.560430
65.718948 0.000124 437.560433
65.722948 0.000125 437.560436
65.726948 0.000125 437.560440
65.730948 0.000125 437.560443
65.734948 0.000125 437.560446
65.738948 0.000125 437.560449
65.742948 0.000125 437.560452
65.746948 0.000125 437.560455
65.750948 0.000125 437.560458
65.754948 0.000125 437.560462
65.758948 0.000125 437.560465
65.762948 0.000125 437.560468
65.766948 0.000125 437.560471
65.770948 0.000125 437.560474
65.774948 0.000125 437.560477
65.778948 0.000125 437.560480
65.782947 0.000125 437.560484
65.786947 0.000126 437.560487
65.790947 0.000126 437.560490
65.794947 0.000126 437.560493
65.798947 0.000126 437.560496
65.802947 0.000126 437.560499
65.806947 0.000126 437.560503
65.810947 0.000126 437.560506
65.814947 0.000126 437.560509
65.818947 0.000126 437.560512
65.822947 0.000126 437.560515
65.826947 0.000126 437.560518
65.830947 0.000127 437.560522
65.834947 0.000127 437.560525
65.838947 0.000127 437.560528
65.842947 0.000127 437.560531
65.846946 0.000127 437.560534
65.850946 0.000127 437.560537
65.854946 0.000127 437.560541
65.858946 0.000127 437.560544
65.862946 0.000127 437.560547
65.866946 0.000127 437.560550
65.870946 0.000127 437.560553
65.874946 0.000127 437.560557
65.878946 0.000128 437.560560
65.882946 0.000128 437.560563
65.886946 0.000128 437.560566
65.890946 0.000128 437.560569
65.894946 0.000128 437.560573
65.898946 0.000128 437.560576
65.902946 0.000128 437.560579
65.906945 0.000129 437.560582
65.910945 0.000129 437.560586
65.914945 0.000129 437.560589
65.918945 0.000129 437.560592
65.922945 0.000129 437.560595
65.926945 0.000129 437.560599
65.930945 0.000129 437.560602
65.934945 0.000129 437.560605
65.938945 0.000129 437.560608
65.942945 0.000129 437.560612
65.946945 0.000130 437.560615
65.950945 0.000130 437.560618
65.954945 0.000130 437.560621
65.958945 0.000130 437.560625
65.962945 0.000130 437.560628
65.966945 0.000130 437.560631
65.970944 0.000130 437.560634
65.974944 0.000130 437.560638
65.978944 0.000130 437.560641
65.982944 0.000130 437.560644
65.986944 0.000130 437.560647
65.990944 0.000130 437.560651
65.994944 0.000130 437.560654
65.998944 0.000131 437.560657
66.002944 0.000131 437.560660
66.006944 0.000131 437.560664
66.010944 0.000131 437.560667
66.014944 0.000131 437.560670
66.018944 0.000131 437.560674
66.022944 0.000131 437.560677
66.026944 0.000131 437.560680
66.030944 0.000131 437.560684
66.034943 0.000132 437.560687
66.038943 0.000132 437.560690
66.042943 0.000132 437.560693
66.046943 0.000132 437.560697
66.050943 0.000132 437.560700
66.054943 0.000132 437.560703
66.058943 0.000132 437.560707
66.062943 0.000132 437.560710
66.066943 0.000132 437.560713
66.070943 0.000132 437.560717
66.074943 0.000132 437.560720
66.078943 0.000132 437.560723
66.082943 0.000132 437.560727
66.086943 0.000132 437.560730
66.090943 0.000132 437.560733
66.094942 0.000132 437.560737
66.098942 0.000132 437.560740
66.102942 0.000132 437.560743
66.106942 0.000133 437.560747
66.110942 0.000133 437.560750
66.114942 0.000133 437.560753
66.118942 0.000133 437.560757
66.122942 0.000133 437.560760
66.126942 0.000133 437.560763
66.130942 0.000133 437.560767
66.134942 0.000133 437.560770
66.138942 0.000133 437.560773
66.142942 0.000133 437.560777
66.146942 0.000133 437.560780
66.150942 0.000133 437.560783
66.154942 0.000132 437.560787
66.158941 0.000132 437.560790
66.162941 0.000132 437.560793
66.166941 0.000132 437.560797
66.170941 0.000132 437.560800
66.174941 0.000132 437.560803
66.178941 0.000132 437.560807
66.182941 0.000132 437.560810
66.186941 0.000132 437.560813
66.190941 0.000131 437.560817
66.194941 0.000131 437.560820
66.198941 0.000131 437.560823
66.202941 0.000131 437.560826
66.206941 0.000131 437.560830
66.210941 0.000131 437.560833
66.214941 0.000131 437.560836
66.218940 0.000131 437.560840
66.222940 0.000130 437.560843
66.226940 0.000130 437.560846
66.230940 0.000130 437.560849
66.234940 0.000130 437.560853
66.238940 0.000130 437.560856
66.242940 0.000130 437.560859
66.246940 0.000130 437.560862
66.250940 0.000130 437.560866
66.254940 0.000130 437.560869
66.258940 0.000130 437.560872
66.262940 0.000130 437.560876
66.266940 0.000130 437.560879
66.270940 0.000130 437.560882
66.274940 0.000130 437.560885
66.278940 0.000130 437.560889
66.282939 0.000130 437.560892
66.286939 0.000130 437.560895
66.290939 0.000129 437.560898
66.294939 0.000129 437.560902
66.298939 0.000129 437.560905
66.302939 0.000129 437.560908
66.306939 0.000129 437.560911
66.310939 0.000129 437.560915
66.314939 0.000129 437.560918
66.318939 0.000129 437.560921
66.322939 0.000129 437.560924
66.326939 0.000129 437.560928
66.330939 0.000128 437.560931
66.334939 0.000128 437.560934
66.338939 0.000128 437.560937
66.342939 0.000128 437.560941
66.346938 0.000128 437.560944
66.350938 0.000128 437.560947
66.354938 0.000128 437.560950
66.358938 0.000127 437.560953
66.362938 0.000127 437.560957
66.366938 0.000127 437.560960
66.370938 0.000127 437.560963
66.374938 0.000127 437.560966
66.378938 0.000126 437.560969
66.382938 0.000126 437.560973
66.386938 0.000126 437.560976
66.390938 0.000126 437.560979
66.394938 0.000125 437.560982
66.398938 0.000125 437.560985
66.402938 0.000125 437.560988
66.406937 0.000124 437.560991
66.410937 0.000124 437.560995
66.414937 0.000124 437.560998
66.418937 0.000124 437.561001
66.422937 0.000124 437.561004
66.426937 0.000123 437.561007
66.430937 0.000123 437.561010
66.434937 0.000123 437.561013
66.438937 0.000122 437.561016
66.442937 0.000122 437.561019
66.446937 0.000122 437.561022
66.450937 0.000122 437.561026
66.454937 0.000121 437.561029
66.458937 0.000121 437.561032
66.462937 0.000121 437.561035
66.466937 0.000120 437.561038
66.470936 0.000120 437.561041
66.474936 0.000120 437.561044
66.478936 0.000120 437.561047
66.482936 0.000119 437.561050
66.486936 0.000119 437.561053
66.490936 0.000119 437.561056
66.494936 0.000118 437.561059
66.498936 0.000118 437.561062
66.502936 0.000118 437.561065
66.506936 0.000118 437.561068
66.510936 0.000118 437.561071
66.514936 0.000118 437.561074
66.518936 0.000117 437.561077
66.522936 0.000117 437.561080
66.526936 0.000117 437.561083
66.530936 0.000117 437.561085
66.534935 0.000116 437.561088
66.538935 0.000116 437.561091
66.542935 0.000116 437.561094
66.546935 0.000115 437.561097
66.550935 0.000115 437.561100
66.554935 0.000115 437.561103
66.558935 0.000115 437.561106
66.562935 0.000114 437.561109
66.566935 0.000114 437.561112
66.570935 0.000114 437.561114
66.574935 0.000114 437.561117
66.578935 0.000113 437.561120
66.582935 0.000113 437.561123
66.586935 0.000113 437.561126
66.590935 0.000113 437.561129
66.594934 0.000112 437.561132
66.598934 0.000112 437.561134
66.602934 0.000112 437.561137
66.606934 0.000111 437.561140
66.610934 0.000111 437.561143
66.614934 0.000111 437.561146
66.618934 0.000111 437.561148
66.622934 0.000111 437.561151
66.626934 0.000110 437.561154
66.630934 0.000110 437.561157
66.634934 0.000110 437.561160
66.638934 0.000109 437.561162
66.642934 0.000109 437.561165
66.646934 0.000109 437.561168
66.650934 0.000109 437.561171
66.654934 0.000108 437.561173
66.658933 0.000108 437.561176
66.662933 0.000108 437.561179
66.666933 0.000108 437.561181
66.670933 0.000107 437.561184
66.674933 0.000107 437.561187
66.678933 0.000107 437.561190
66.682933 0.000106 437.561192
66.686933 0.000106 437.561195
66.690933 0.000106 437.561198
66.694933 0.000106 437.561200
66.698933 0.000105 437.561203
66.702933 0.000105 437.561206
66.706933 0.000105 437.561208
66.710933 0.000104 437.561211
66.714933 0.000104 437.561213
66.718932 0.000104 437.561216
66.722932 0.000104 437.561219
66.726932 0.000103 437.561221
66.730932 0.000103 437.561224
66.734932 0.000103 437.561226
66.738932 0.000103 437.561229
66.742932 0.000103 437.561232
66.746932 0.000103 437.561234
66.750932 0.000102 437.561237
66.754932 0.000102 437.561239
66.758932 0.000102 437.561242
66.762932 0.000102 437.561245
66.766932 0.000101 437.561247
66.770932 0.000101 437.561250
66.774932 0.000101 437.561252
66.778932 0.000101 437.561255
66.782931 0.000100 437.561257
66.786931 0.000100 437.561260
66.790931 0.000100 437.561262
66.794931 0.000100 437.561265
66.798931 0.000099 437.561267
66.802931 0.000099 437.561270
66.806931 0.000099 437.561272
66.810931 0.000099 437.561275
66.814931 0.000098 437.561277
66.818931 0.000098 437.561280
66.822931 0.000098 437.561282
66.826931 0.000098 437.561285
66.830931 0.000097 437.561287
66.834931 0.000097 437.561290
66.838931 0.000097 437.561292
66.842931 0.000096 437.561295
66.846930 0.000096 437.561297
66.850930 0.000096 437.561299
66.854930 0.000096 437.561302
66.858930 0.000096 437.561304
66.862930 0.000095 437.561307
66.866930 0.000095 437.561309
66.870930 0.000095 437.561311
66.874930 0.000095 437.561314
66.878930 0.000094 437.561316
66.882930 0.000094 437.561319
66.886930 0.000094 437.561321
66.890930 0.000094 437.561323
66.894930 0.000094 437.561326
66.898930 0.000093 437.561328
66.902930 0.000093 437.561330
66.906929 0.000093 437.561333
66.910929 0.000093 437.561335
66.914929 0.000093 437.561337
66.918929 0.000092 437.561340
66.922929 0.000092 437.561342
66.926929 0.000092 437.561344
66.930929 0.000092 437.561347
66.934929 0.000092 437.561349
66.938929 0.000092 437.561351
66.942929 0.000091 437.561354
66.946929 0.000091 437.561356
66.950929 0.000091 437.561358
66.954929 0.000091 437.561360
66.958929 0.000091 437.561363
66.962929 0.000090 437.561365
66.966929 0.000090 437.561367
66.970928 0.000090 437.561370
66.974928 0.000090 437.561372
66.978928 0.000090 437.561374
66.982928 0.000089 437.561376
66.986928 0.000089 437.561379
66.990928 0.000089 437.561381
66.994928 0.000089 437.561383
66.998928 0.000089 437.561385
67.002928 0.000088 437.561388
67.006928 0.000088 437.561390
67.010928 0.000088 437.561392
67.014928 0.000088 437.561394
67.018928 0.000087 437.561396
67.022928 0.000087 437.561399
67.026928 0.000087 437.561401
67.030928 0.000087 437.561403
67.034927 0.000087 437.561405
67.038927 0.000086 437.561407
67.042927 0.000086 437.561410
67.046927 0.000086 437.561412
67.050927 0.000086 437.561414
67.054927 0.000085 437.561416
67.058927 0.000085 437.561418
67.062927 0.000085 437.561420
67.066927 0.000085 437.561422
67.070927 0.000085 437.561425
67.074927 0.000084 437.561427
67.078927 0.000084 437.561429
67.082927 0.000084 437.561431
67.086927 0.000084 437.561433
67.090927 0.000084 437.561435
67.094926 0.000084 437.561437
67.098926 0.000083 437.561439
67.102926 0.000083 437.561441
67.106926 0.000083 437.561444
67.110926 0.000083 437.561446
67.114926 0.000083 437.561448
67.118926 0.000083 437.561450
67.122926 0.000083 437.561452
67.126926 0.000083 437.561454
67.130926 0.000082 437.561456
67.134926 0.000082 437.561458
67.138926 0.000082 437.561460
67.142926 0.000082 437.561462
67.146926 0.000082 437.561464
67.150926 0.000082 437.561466
67.154926 0.000082 437.561468
67.158925 0.000082 437.561470
67.162925 0.000082 437.561473
67.166925 0.000082 437.561475
67.170925 0.000081 437.561477
67.174925 0.000081 437.561479
67.178925 0.000081 437.561481
67.182925 0.000081 437.561483
67.186925 0.000081 437.561485
67.190925 0.000081 437.561487
67.194925 0.000080 437.561489
67.198925 0.000080 437.561491
67.202925 0.000080 437.561493
67.206925 0.000080 437.561495
67.210925 0.000080 437.561497
67.214925 0.000080 437.561499
67.218924 0.000079 437.561501
67.222924 0.000079 437.561503
67.226924 0.000079 437.561505
67.230924 0.000079 437.561507
67.234924 0.000079 437.561509
67.238924 0.000079 437.561511
67.242924 0.000079 437.561513
67.246924 0.000079 437.561515
67.250924 0.000078 437.561517
67.254924 0.000078 437.561519
67.258924 0.000078 437.561521
67.262924 0.000078 437.561523
67.266924 0.000078 437.561525
67.270924 0.000078 437.561527
67.274924 0.000078 437.561529
67.278924 0.000077 437.561531
67.282923 0.000077 437.561533
67.286923 0.000077 437.561534
67.290923 0.000077 437.561536
67.294923 0.000077 437.561538
67.298923 0.000077 437.561540
67.302923 0.000076 437.561542
67.306923 0.000076 437.561544
67.310923 0.000076 437.561546
67.314923 0.000076 437.561548
67.318923 0.000076 437.561550
67.322923 0.000076 437.561552
67.326923 0.000076 437.561554
67.330923 0.000076 437.561556
67.334923 0.000075 437.561558
67.338923 0.000075 437.561559
67.342923 0.000075 437.561561
67.346922 0.000075 437.561563
67.350922 0.000075 437.561565
67.354922 0.000075 437.561567
67.358922 0.000075 437.561569
67.362922 0.000075 437.561571
67.366922 0.000075 437.561573
67.370922 0.000075 437.561575
67.374922 0.000074 437.561576
67.378922 0.000074 437.561578
67.382922 0.000074 437.561580
67.386922 0.000074 437.561582
67.390922 0.000074 437.561584
67.394922 0.000074 437.561586
67.398922 0.000074 437.561588
67.402922 0.000074 437.561589
67.406921 0.000074 437.561591
67.410921 0.000074 437.561593
67.414921 0.000074 437.561595
67.418921 0.000074 437.561597
67.422921 0.000074 437.561599
67.426921 0.000074 437.561601
