# Frequency(THz) spec_cv(J/Kg.K.THz) cum_cv(J/Kg.K)
3.663941 5.029117 266.558577
3.667941 5.003707 266.685294
3.671941 4.975857 266.811370
3.675941 4.950452 266.936787
3.679941 4.925798 267.061520
3.683941 4.906621 267.185630
3.687941 4.883111 267.309177
3.691941 4.853550 267.432228
3.695941 4.826605 267.554595
3.699941 4.805379 267.676216
3.703941 4.783966 267.797243
3.707941 4.760345 267.917759
3.711941 4.736025 268.037701
3.715941 4.714725 268.157034
3.719940 4.697087 268.275789
3.723940 4.676114 268.394023
3.727940 4.648004 268.511817
3.731940 4.624650 268.629010
3.735940 4.604453 268.745524
3.739940 4.585596 268.861497
3.743940 4.560465 268.976980
3.747940 4.537249 269.091942
3.751940 4.517666 269.206263
3.755940 4.496645 269.320039
3.759940 4.472440 269.433319
3.763940 4.455166 269.546038
3.767940 4.435323 269.658211
3.771940 4.417979 269.769958
3.775940 4.397735 269.881207
3.779940 4.381216 269.992005
3.783939 4.365094 270.102317
3.787939 4.349802 270.212205
3.791939 4.336924 270.321718
3.795939 4.328218 270.430870
3.799939 4.315975 270.539751
3.803939 4.294445 270.648401
3.807939 4.271552 270.756622
3.811939 4.254708 270.864252
3.815939 4.239505 270.971383
3.819939 4.226690 271.078130
3.823939 4.211133 271.184515
3.827939 4.191730 271.290564
3.831939 4.175152 271.396166
3.835939 4.159338 271.501287
3.839939 4.145461 271.606020
3.843938 4.133564 271.710374
3.847938 4.119917 271.814382
3.851938 4.105728 271.918109
3.855938 4.090089 272.021477
3.859938 4.072528 272.124474
3.863938 4.058859 272.227052
3.867938 4.045482 272.329214
3.871938 4.033012 272.431055
3.875938 4.021198 272.532569
3.879938 4.004521 272.633780
3.883938 3.990188 272.734656
3.887938 3.974665 272.835116
3.891938 3.962846 272.935215
3.895938 3.950585 273.034953
3.899938 3.934533 273.134406
3.903938 3.920303 273.233501
3.907937 3.902336 273.332192
3.911937 3.884546 273.430477
3.915937 3.869536 273.528322
3.919937 3.853564 273.625757
3.923937 3.841303 273.722818
3.927937 3.831752 273.819507
3.931937 3.817862 273.915925
3.935937 3.800673 274.012062
3.939937 3.788516 274.107804
3.943937 3.777440 274.203162
3.947937 3.767410 274.298245
3.951937 3.757179 274.393054
3.955937 3.745573 274.487614
3.959937 3.734906 274.581899
3.963937 3.726829 274.675895
3.967937 3.718228 274.769656
3.971936 3.705937 274.863221
3.975936 3.695985 274.956501
3.979936 3.686768 275.049498
3.983936 3.678358 275.142271
3.987936 3.668245 275.234822
3.991936 3.656614 275.327146
3.995936 3.650638 275.419196
3.999936 3.645381 275.511010
4.003936 3.637373 275.602703
4.007936 3.630602 275.694226
4.011936 3.624537 275.785548
4.015936 3.615695 275.876717
4.019936 3.607558 275.967713
4.023936 3.596001 276.058482
4.027936 3.590729 276.149020
4.031935 3.587251 276.239318
4.035935 3.579976 276.329503
4.039935 3.575663 276.419577
4.043935 3.571971 276.509477
4.047935 3.564698 276.599295
4.051935 3.554207 276.688993
4.055935 3.545982 276.778459
4.059935 3.540205 276.867666
4.063935 3.533366 276.956709
4.067935 3.526624 277.045608
4.071935 3.521611 277.134326
4.075935 3.517768 277.222889
4.079935 3.511879 277.311346
4.083935 3.500715 277.399695
4.087935 3.496084 277.487829
4.091935 3.493698 277.575715
4.095934 3.484879 277.663546
4.099934 3.475496 277.751251
4.103934 3.470309 277.838719
4.107934 3.464435 277.925984
4.111934 3.457631 278.013130
4.115934 3.453509 278.100117
4.119934 3.448318 278.186960
4.123934 3.442274 278.273701
4.127934 3.437071 278.360292
4.131934 3.435185 278.446735
4.135934 3.431880 278.533088
4.139934 3.426727 278.619395
4.143934 3.421902 278.705586
4.147934 3.417023 278.791644
4.151934 3.412776 278.877584
4.155934 3.406282 278.963407
4.159933 3.400999 279.049103
4.163933 3.400268 279.134614
4.167933 3.401055 279.220072
4.171933 3.401399 279.305543
4.175933 3.399762 279.391026
4.179933 3.394249 279.476500
4.183933 3.387505 279.561884
4.187933 3.380581 279.647103
4.191933 3.376262 279.732153
4.195933 3.373059 279.817051
4.199933 3.370706 279.901863
4.203933 3.368441 279.986607
4.207933 3.366710 280.071293
4.211933 3.365916 280.155928
4.215933 3.365503 280.240530
4.219932 3.364341 280.325120
4.223932 3.363089 280.409670
4.227932 3.361228 280.494208
4.231932 3.359199 280.578710
4.235932 3.353878 280.663161
4.239932 3.348341 280.747527
4.243932 3.343395 280.831743
4.247932 3.340862 280.915833
4.251932 3.338158 280.999821
4.255932 3.336279 281.083752
4.259932 3.333601 281.167622
4.263932 3.332874 281.251440
4.267932 3.329717 281.335203
4.271932 3.326084 281.418933
4.275932 3.324824 281.502569
4.279932 3.318363 281.586142
4.283931 3.311963 281.669649
4.287931 3.309019 281.752948
4.291931 3.306454 281.836135
4.295931 3.301253 281.919267
4.299931 3.297691 282.002313
4.303931 3.294998 282.085235
4.307931 3.292687 282.168081
4.311931 3.286963 282.250863
4.315931 3.281468 282.333561
4.319931 3.277035 282.416101
4.323931 3.270064 282.498514
4.327931 3.264013 282.580793
4.331931 3.261624 282.662893
4.335931 3.262371 282.744889
4.339931 3.258163 282.826867
4.343930 3.252795 282.908816
4.347930 3.251082 282.990609
4.351930 3.250238 283.072332
4.355930 3.246454 283.154034
4.359930 3.240180 283.235680
4.363930 3.236676 283.317198
4.367930 3.234854 283.398582
4.371930 3.232182 283.479905
4.375930 3.227402 283.561174
4.379930 3.220215 283.642354
4.383930 3.213799 283.723383
4.387930 3.207159 283.804226
4.391930 3.201260 283.884915
4.395930 3.192826 283.965442
4.399930 3.187517 284.045798
4.403930 3.179881 284.125957
4.407929 3.174155 284.205977
4.411929 3.169886 284.285792
4.415929 3.163518 284.365510
4.419929 3.154324 284.445110
4.423929 3.145049 284.524508
4.427929 3.135098 284.603663
4.431929 3.128465 284.682583
4.435929 3.124273 284.761278
4.439929 3.121612 284.839847
4.443929 3.115330 284.918334
4.447929 3.112581 284.996717
4.451929 3.105952 285.074957
4.455929 3.097470 285.153109
4.459929 3.088364 285.231063
4.463929 3.080928 285.308798
4.467929 3.072902 285.386316
4.471928 3.064798 285.463648
4.475928 3.055572 285.540757
4.479928 3.045127 285.617670
4.483928 3.035395 285.694336
4.487928 3.026214 285.770745
4.491928 3.019393 285.846916
4.495928 3.012773 285.922883
4.499928 3.003625 285.998689
4.503928 2.994485 286.074299
4.507928 2.985647 286.149668
4.511928 2.977622 286.224816
4.515928 2.969647 286.299750
4.519928 2.961802 286.374485
4.523928 2.956199 286.449022
4.527928 2.953397 286.523385
4.531927 2.952211 286.597640
4.535927 2.945389 286.671830
4.539927 2.939219 286.745968
4.543927 2.933477 286.819915
4.547927 2.925518 286.893713
4.551927 2.915628 286.967344
4.555927 2.905004 287.040750
4.559927 2.896790 287.113895
4.563927 2.891756 287.186791
4.567927 2.887067 287.259526
4.571927 2.879355 287.332150
4.575927 2.872321 287.404619
4.579927 2.866815 287.476887
4.583927 2.857673 287.549004
4.587927 2.846552 287.620959
4.591927 2.835450 287.692644
4.595926 2.822927 287.764042
4.599926 2.811523 287.835133
4.603926 2.800925 287.905930
4.607926 2.789493 287.976456
4.611926 2.780272 288.046713
4.615926 2.771522 288.116700
4.619926 2.757492 288.186468
4.623926 2.741826 288.255959
4.627926 2.731502 288.325061
4.631926 2.721567 288.393830
4.635926 2.710298 288.462365
4.639926 2.701610 288.530626
4.643926 2.693553 288.598621
4.647926 2.687057 288.666417
4.651926 2.677721 288.734027
4.655926 2.669830 288.801448
4.659925 2.661748 288.868636
4.663925 2.653207 288.935618
4.667925 2.644670 289.002409
4.671925 2.636681 289.068984
4.675925 2.627108 289.135349
4.679925 2.618800 289.201499
4.683925 2.606980 289.267413
4.687925 2.596755 289.333089
4.691925 2.586400 289.398467
4.695925 2.575548 289.463601
4.699925 2.560161 289.528470
4.703925 2.548667 289.593016
4.707925 2.537601 289.657190
4.711925 2.526509 289.721105
4.715925 2.516616 289.784744
4.719924 2.505910 289.848115
4.723924 2.492839 289.911220
4.727924 2.480193 289.974041
4.731924 2.468410 290.036527
4.735924 2.458041 290.098711
4.739924 2.448467 290.160615
4.743924 2.438747 290.222270
4.747924 2.428457 290.283687
4.751924 2.417842 290.344851
4.755924 2.407239 290.405752
4.759924 2.394459 290.466386
4.763924 2.382570 290.526735
4.767924 2.370898 290.586763
4.771924 2.359049 290.646497
4.775924 2.347121 290.705936
4.779924 2.332423 290.765076
4.783923 2.317664 290.823886
4.787923 2.305916 290.882301
4.791923 2.292587 290.940396
4.795923 2.278631 290.998196
4.799923 2.266404 291.055640
4.803923 2.253835 291.112747
4.807923 2.243649 291.169550
4.811923 2.231730 291.226057
4.815923 2.218187 291.282300
4.819923 2.203309 291.338222
4.823923 2.190133 291.393787
4.827923 2.177670 291.448987
4.831923 2.164044 291.503873
4.835923 2.151974 291.558439
4.839923 2.141767 291.612672
4.843922 2.131132 291.666624
4.847922 2.121289 291.720306
4.851922 2.111703 291.773740
4.855922 2.102156 291.826933
4.859922 2.093242 291.879886
4.863922 2.084852 291.932605
4.867922 2.075172 291.985108
4.871922 2.068323 292.037387
4.875922 2.065426 292.089441
4.879922 2.061345 292.141379
4.883922 2.056988 292.193251
4.887922 2.052727 292.245004
4.891922 2.046756 292.296647
4.895922 2.041337 292.348166
4.899922 2.035850 292.399533
4.903922 2.029079 292.450769
4.907921 2.022691 292.501855
4.911921 2.016193 292.552758
4.915921 2.008670 292.603513
4.919921 2.000572 292.654093
4.923921 1.993033 292.704475
4.927921 1.986584 292.754659
4.931921 1.980397 292.804665
4.935921 1.975828 292.854515
4.939921 1.970325 292.904224
4.943921 1.966119 292.953815
4.947921 1.962188 293.003274
4.951921 1.958910 293.052638
4.955921 1.953820 293.101910
4.959921 1.947497 293.151083
4.963921 1.942430 293.200110
4.967921 1.935746 293.248989
4.971920 1.928915 293.297733
4.975920 1.922096 293.346286
4.979920 1.917628 293.394679
4.983920 1.912446 293.442925
4.987920 1.906458 293.491064
4.991920 1.901387 293.539055
4.995920 1.894731 293.586900
4.999920 1.889323 293.634607
5.003920 1.884794 293.682150
5.007920 1.879962 293.729575
5.011920 1.875820 293.776888
5.015920 1.870543 293.824083
5.019920 1.863958 293.871167
5.023920 1.859943 293.918099
5.027920 1.853959 293.964882
5.031919 1.848501 294.011556
5.035919 1.842695 294.058064
5.039919 1.837042 294.104450
5.043919 1.832224 294.150690
5.047919 1.827179 294.196797
5.051919 1.822908 294.242785
5.055919 1.819693 294.288652
5.059919 1.815852 294.334424
5.063919 1.811741 294.380111
5.067919 1.808876 294.425696
5.071919 1.806645 294.471191
5.075919 1.804415 294.516625
5.079919 1.801356 294.562003
5.083919 1.798519 294.607318
5.087919 1.796145 294.652555
5.091919 1.793206 294.697726
5.095918 1.790221 294.742832
5.099918 1.786618 294.787850
5.103918 1.784108 294.832799
5.107918 1.782206 294.877665
5.111918 1.781311 294.922479
5.115918 1.780200 294.967257
5.119918 1.779984 295.012012
5.123918 1.779988 295.056747
5.127918 1.778840 295.101482
5.131918 1.777056 295.146209
5.135918 1.774653 295.190895
5.139918 1.772327 295.235528
5.143918 1.770471 295.280101
5.147918 1.768549 295.324619
5.151918 1.766340 295.369092
5.155918 1.765301 295.413514
5.159917 1.765252 295.457891
5.163917 1.764597 295.502245
5.167917 1.764056 295.546603
5.171917 1.763657 295.590944
5.175917 1.763530 295.635274
5.179917 1.763492 295.679597
5.183917 1.763621 295.723919
5.187917 1.762645 295.768241
5.191917 1.761810 295.812556
5.195917 1.761010 295.856843
5.199917 1.759012 295.901112
5.203917 1.755745 295.945351
5.207917 1.753170 295.989521
5.211917 1.751517 296.033610
5.215917 1.750775 296.077649
5.219916 1.751542 296.121658
5.223916 1.751813 296.165656
5.227916 1.752241 296.209685
5.231916 1.751948 296.253718
5.235916 1.751330 296.297757
5.239916 1.749979 296.341781
5.243916 1.749724 296.385782
5.247916 1.750120 296.429758
5.251916 1.749495 296.473738
5.255916 1.749880 296.517718
5.259916 1.749831 296.561686
5.263916 1.749301 296.605665
5.267916 1.748415 296.649638
5.271916 1.748721 296.693592
5.275916 1.748188 296.737533
5.279916 1.748259 296.781478
5.283915 1.747929 296.825411
5.287915 1.747621 296.869336
5.291915 1.747898 296.913261
5.295915 1.748840 296.957186
5.299915 1.748535 297.001125
5.303915 1.747974 297.045077
5.307915 1.748655 297.089014
5.311915 1.749561 297.132952
5.315915 1.751168 297.176913
5.319915 1.752634 297.220903
5.323915 1.753883 297.264935
5.327915 1.754258 297.309000
5.331915 1.754409 297.353088
5.335915 1.755310 297.397179
5.339915 1.756530 297.441280
5.343914 1.757381 297.485411
5.347914 1.757642 297.529559
5.351914 1.760086 297.573731
5.355914 1.763296 297.617926
5.359914 1.766063 297.662200
5.363914 1.768416 297.706555
5.367914 1.770177 297.750972
5.371914 1.771612 297.795440
5.375914 1.772114 297.839949
5.379914 1.773161 297.884484
5.383914 1.774819 297.929034
5.387914 1.777032 297.973618
5.391914 1.779963 298.018250
5.395914 1.781542 298.062947
5.399914 1.782404 298.107705
5.403914 1.784952 298.152491
5.407913 1.786377 298.197316
5.411913 1.787460 298.242192
5.415913 1.789772 298.287103
5.419913 1.792524 298.332050
5.423913 1.795450 298.377065
5.427913 1.797161 298.422153
5.431913 1.799151 298.467302
5.435913 1.801236 298.512491
5.439913 1.803361 298.557734
5.443913 1.805795 298.603031
5.447913 1.807723 298.648384
5.451913 1.809531 298.693796
5.455913 1.812830 298.739252
5.459913 1.816417 298.784765
5.463913 1.819127 298.830371
5.467913 1.820695 298.876061
5.471912 1.822297 298.921803
5.475912 1.824032 298.967568
5.479912 1.827126 299.013389
5.483912 1.829340 299.059265
5.487912 1.831616 299.105216
5.491912 1.835230 299.151218
5.495912 1.838758 299.197295
5.499912 1.842209 299.243466
5.503912 1.845795 299.289723
5.507912 1.848556 299.336067
5.511912 1.851604 299.382493
5.515912 1.855260 299.428988
5.519912 1.858546 299.475569
5.523912 1.860469 299.522241
5.527912 1.863414 299.568978
5.531911 1.866200 299.615766
5.535911 1.868661 299.662623
5.539911 1.871834 299.709557
5.543911 1.874972 299.756560
5.547911 1.876907 299.803646
5.551911 1.879797 299.850796
5.555911 1.883353 299.897997
5.559911 1.887800 299.945285
5.563911 1.891052 299.992673
5.567911 1.891231 300.040162
5.571911 1.891321 300.087701
5.575911 1.892520 300.135235
5.579911 1.894909 300.182779
5.583911 1.897105 300.230371
5.587911 1.897290 300.278026
5.591911 1.897901 300.325712
5.595910 1.899482 300.373398
5.599910 1.901475 300.421103
5.603910 1.903133 300.468867
5.607910 1.904164 300.516678
5.611910 1.905152 300.564524
5.615910 1.905158 300.612393
5.619910 1.906521 300.660279
5.623910 1.907321 300.708175
5.627910 1.907393 300.756107
5.631910 1.908977 300.804045
5.635910 1.909532 300.851995
5.639910 1.910144 300.899982
5.643910 1.909112 300.947979
5.647910 1.908957 300.995977
5.651910 1.910101 301.043949
5.655910 1.909531 301.091938
5.659909 1.910207 301.139947
5.663909 1.912923 301.187933
5.667909 1.914301 301.235970
5.671909 1.914598 301.284067
5.675909 1.913599 301.332184
5.679909 1.914463 301.380293
5.683909 1.916192 301.428387
5.687909 1.918178 301.476523
5.691909 1.919747 301.524708
5.695909 1.919526 301.572938
5.699909 1.918832 301.621190
5.703909 1.918517 301.669425
5.707909 1.918649 301.717644
5.711909 1.917844 301.765862
5.715909 1.916906 301.814078
5.719908 1.916569 301.862267
5.723908 1.916848 301.910425
5.727908 1.917141 301.958596
5.731908 1.916506 302.006777
5.735908 1.916547 302.054954
5.739908 1.917345 302.103116
5.743908 1.918672 302.151293
5.747908 1.918233 302.199497
5.751908 1.917919 302.247717
5.755908 1.918505 302.295919
5.759908 1.918986 302.344127
5.763908 1.918795 302.392353
5.767908 1.918122 302.440581
5.771908 1.918253 302.488798
5.775908 1.918982 302.537006
5.779908 1.918359 302.585225
5.783907 1.917210 302.633449
5.787907 1.916002 302.681636
5.791907 1.915109 302.729805
5.795907 1.913276 302.777947
5.799907 1.912492 302.826058
5.803907 1.911693 302.874128
5.807907 1.911342 302.922184
5.811907 1.909960 302.970223
5.815907 1.908511 303.018246
5.819907 1.907895 303.066228
5.823907 1.906143 303.114185
5.827907 1.904154 303.162120
5.831907 1.901066 303.210002
5.835907 1.898908 303.257824
5.839907 1.899131 303.305574
5.843906 1.897625 303.353293
5.847906 1.895294 303.400996
5.851906 1.893385 303.448659
5.855906 1.890262 303.496268
5.859906 1.886495 303.543821
5.863906 1.883875 303.591283
5.867906 1.881118 303.638656
5.871906 1.878362 303.685969
5.875906 1.875037 303.733212
5.879906 1.872311 303.780379
5.883906 1.868626 303.827466
5.887906 1.864719 303.874478
5.891906 1.860630 303.921392
5.895906 1.857547 303.968206
5.899906 1.855160 304.014926
5.903906 1.852525 304.061579
5.907905 1.850575 304.108174
5.911905 1.847761 304.154696
5.915905 1.842667 304.201175
5.919905 1.836877 304.247555
5.923905 1.831816 304.293792
5.927905 1.828989 304.339893
5.931905 1.825479 304.385888
5.935905 1.819386 304.431813
5.939905 1.812168 304.477625
5.943905 1.805778 304.523263
5.947905 1.800401 304.568721
5.951905 1.794865 304.614036
5.955905 1.789257 304.659218
5.959905 1.782355 304.704257
5.963905 1.776217 304.749145
5.967905 1.771653 304.793862
5.971904 1.767359 304.838441
5.975904 1.761678 304.882901
5.979904 1.756202 304.927255
5.983904 1.751692 304.971461
5.987904 1.747881 305.015539
5.991904 1.743104 305.059515
5.995904 1.737072 305.103389
5.999904 1.732765 305.147125
6.003904 1.728482 305.190719
6.007904 1.723562 305.234214
6.011904 1.718087 305.277596
6.015904 1.713513 305.320846
6.019904 1.708396 305.363964
6.023904 1.701906 305.406966
6.027904 1.696602 305.449826
6.031903 1.691108 305.492531
6.035903 1.686775 305.535094
6.039903 1.682919 305.577540
6.043903 1.679132 305.619885
6.047903 1.675959 305.662134
6.051903 1.672094 305.704292
6.055903 1.668416 305.746367
6.059903 1.664451 305.788343
6.063903 1.659597 305.830225
6.067903 1.653954 305.872000
6.071903 1.648718 305.913641
6.075903 1.643800 305.955140
6.079903 1.638649 305.996514
6.083903 1.634551 306.037764
6.087903 1.630520 306.078894
6.091903 1.625288 306.119926
6.095902 1.620864 306.160843
6.099902 1.616063 306.201619
6.103902 1.610258 306.242296
6.107902 1.605431 306.282843
6.111902 1.601031 306.323250
6.115902 1.595865 306.363544
6.119902 1.591106 306.403719
6.123902 1.585359 306.443764
6.127902 1.580297 306.483683
6.131902 1.576171 306.523459
6.135902 1.571491 306.563122
6.139902 1.566383 306.602681
6.143902 1.561129 306.642114
6.147902 1.556277 306.681415
6.151902 1.551381 306.720589
6.155902 1.546271 306.759642
6.159901 1.540528 306.798568
6.163901 1.534520 306.837351
6.167901 1.528857 306.875993
6.171901 1.524104 306.914487
6.175901 1.520812 306.952850
6.179901 1.516187 306.991109
6.183901 1.511503 307.029276
6.187901 1.508195 307.067320
6.191901 1.505179 307.105264
