Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
5.990304199999999923e+01,3.449999999999999833e-04,4.375544669999999883e+02
5.990704099999999954e+01,3.449999999999999833e-04,4.375544760000000224e+02
5.991104099999999733e+01,3.449999999999999833e-04,4.375544849999999997e+02
5.991504100000000221e+01,3.449999999999999833e-04,4.375544929999999795e+02
5.991904100000000000e+01,3.449999999999999833e-04,4.375545020000000136e+02
5.992304099999999778e+01,3.449999999999999833e-04,4.375545109999999909e+02
5.992704100000000267e+01,3.449999999999999833e-04,4.375545190000000275e+02
5.993104100000000045e+01,3.449999999999999833e-04,4.375545280000000048e+02
5.993504099999999823e+01,3.449999999999999833e-04,4.375545369999999821e+02
5.993904100000000312e+01,3.449999999999999833e-04,4.375545450000000187e+02
5.994304100000000091e+01,3.449999999999999833e-04,4.375545539999999960e+02
5.994704099999999869e+01,3.440000000000000132e-04,4.375545629999999733e+02
5.995104099999999647e+01,3.440000000000000132e-04,4.375545710000000099e+02
5.995504100000000136e+01,3.440000000000000132e-04,4.375545799999999872e+02
5.995904099999999914e+01,3.440000000000000132e-04,4.375545890000000213e+02
5.996304099999999693e+01,3.440000000000000132e-04,4.375545970000000011e+02
5.996704100000000182e+01,3.440000000000000132e-04,4.375546059999999784e+02
5.997104000000000212e+01,3.429999999999999889e-04,4.375546150000000125e+02
5.997503999999999991e+01,3.429999999999999889e-04,4.375546229999999923e+02
5.997903999999999769e+01,3.429999999999999889e-04,4.375546320000000264e+02
5.998304000000000258e+01,3.420000000000000188e-04,4.375546410000000037e+02
5.998704000000000036e+01,3.420000000000000188e-04,4.375546489999999835e+02
5.999103999999999814e+01,3.409999999999999945e-04,4.375546580000000176e+02
5.999504000000000303e+01,3.409999999999999945e-04,4.375546659999999974e+02
5.999904000000000082e+01,3.400000000000000244e-04,4.375546749999999747e+02
6.000303999999999860e+01,3.400000000000000244e-04,4.375546840000000088e+02
6.000704000000000349e+01,3.390000000000000001e-04,4.375546919999999886e+02
6.001104000000000127e+01,3.390000000000000001e-04,4.375547010000000228e+02
6.001503999999999905e+01,3.379999999999999758e-04,4.375547090000000026e+02
6.001903999999999684e+01,3.379999999999999758e-04,4.375547179999999798e+02
6.002304000000000173e+01,3.379999999999999758e-04,4.375547260000000165e+02
6.002703999999999951e+01,3.370000000000000057e-04,4.375547349999999938e+02
6.003103999999999729e+01,3.370000000000000057e-04,4.375547429999999736e+02
6.003503899999999760e+01,3.359999999999999814e-04,4.375547520000000077e+02
6.003903900000000249e+01,3.359999999999999814e-04,4.375547599999999875e+02
6.004303900000000027e+01,3.350000000000000113e-04,4.375547680000000241e+02
6.004703899999999805e+01,3.339999999999999870e-04,4.375547770000000014e+02
6.005103900000000294e+01,3.339999999999999870e-04,4.375547849999999812e+02
6.005503900000000073e+01,3.330000000000000169e-04,4.375547940000000153e+02
6.005903899999999851e+01,3.319999999999999926e-04,4.375548019999999951e+02
6.006303900000000340e+01,3.310000000000000225e-04,4.375548099999999749e+02
6.006703900000000118e+01,3.310000000000000225e-04,4.375548190000000091e+02
6.007103899999999896e+01,3.299999999999999982e-04,4.375548269999999889e+02
6.007503899999999675e+01,3.299999999999999982e-04,4.375548350000000255e+02
6.007903900000000164e+01,3.289999999999999739e-04,4.375548440000000028e+02
6.008303899999999942e+01,3.289999999999999739e-04,4.375548519999999826e+02
6.008703899999999720e+01,3.289999999999999739e-04,4.375548600000000192e+02
6.009103900000000209e+01,3.280000000000000038e-04,4.375548689999999965e+02
6.009503800000000240e+01,3.280000000000000038e-04,4.375548769999999763e+02
6.009903800000000018e+01,3.280000000000000038e-04,4.375548850000000130e+02
6.010303799999999796e+01,3.269999999999999795e-04,4.375548929999999928e+02
6.010703800000000285e+01,3.269999999999999795e-04,4.375549009999999726e+02
6.011103800000000064e+01,3.269999999999999795e-04,4.375549100000000067e+02
6.011503799999999842e+01,3.269999999999999795e-04,4.375549179999999865e+02
6.011903800000000331e+01,3.269999999999999795e-04,4.375549260000000231e+02
6.012303800000000109e+01,3.269999999999999795e-04,4.375549340000000029e+02
6.012703799999999887e+01,3.260000000000000094e-04,4.375549429999999802e+02
6.013103799999999666e+01,3.260000000000000094e-04,4.375549510000000168e+02
6.013503800000000155e+01,3.260000000000000094e-04,4.375549589999999966e+02
6.013903799999999933e+01,3.260000000000000094e-04,4.375549669999999765e+02
6.014303799999999711e+01,3.249999999999999851e-04,4.375549750000000131e+02
6.014703800000000200e+01,3.249999999999999851e-04,4.375549839999999904e+02
6.015103799999999978e+01,3.249999999999999851e-04,4.375549920000000270e+02
6.015503799999999757e+01,3.249999999999999851e-04,4.375550000000000068e+02
6.015903699999999787e+01,3.240000000000000150e-04,4.375550079999999866e+02
6.016303700000000276e+01,3.240000000000000150e-04,4.375550160000000233e+02
6.016703700000000055e+01,3.229999999999999907e-04,4.375550240000000031e+02
6.017103699999999833e+01,3.229999999999999907e-04,4.375550319999999829e+02
6.017503700000000322e+01,3.229999999999999907e-04,4.375550410000000170e+02
6.017903700000000100e+01,3.220000000000000206e-04,4.375550489999999968e+02
6.018303699999999878e+01,3.220000000000000206e-04,4.375550569999999766e+02
6.018703699999999657e+01,3.209999999999999963e-04,4.375550650000000132e+02
6.019103700000000146e+01,3.209999999999999963e-04,4.375550729999999930e+02
6.019503699999999924e+01,3.209999999999999963e-04,4.375550809999999728e+02
6.019903699999999702e+01,3.200000000000000262e-04,4.375550890000000095e+02
6.020303700000000191e+01,3.200000000000000262e-04,4.375550969999999893e+02
6.020703699999999969e+01,3.200000000000000262e-04,4.375551050000000259e+02
6.021103699999999748e+01,3.190000000000000019e-04,4.375551130000000057e+02
6.021503700000000237e+01,3.190000000000000019e-04,4.375551209999999855e+02
6.021903600000000267e+01,3.190000000000000019e-04,4.375551290000000222e+02
6.022303600000000046e+01,3.179999999999999776e-04,4.375551370000000020e+02
6.022703599999999824e+01,3.179999999999999776e-04,4.375551449999999818e+02
6.023103600000000313e+01,3.170000000000000075e-04,4.375551530000000184e+02
6.023503600000000091e+01,3.170000000000000075e-04,4.375551609999999982e+02
6.023903599999999869e+01,3.170000000000000075e-04,4.375551689999999780e+02
6.024303599999999648e+01,3.170000000000000075e-04,4.375551770000000147e+02
6.024703600000000137e+01,3.159999999999999832e-04,4.375551849999999945e+02
6.025103599999999915e+01,3.159999999999999832e-04,4.375551929999999743e+02
6.025503599999999693e+01,3.159999999999999832e-04,4.375552010000000109e+02
6.025903600000000182e+01,3.150000000000000131e-04,4.375552089999999907e+02
6.026303599999999960e+01,3.150000000000000131e-04,4.375552170000000274e+02
6.026703599999999739e+01,3.150000000000000131e-04,4.375552250000000072e+02
6.027103600000000228e+01,3.139999999999999888e-04,4.375552329999999870e+02
6.027503600000000006e+01,3.139999999999999888e-04,4.375552410000000236e+02
6.027903599999999784e+01,3.130000000000000187e-04,4.375552490000000034e+02
6.028303499999999815e+01,3.130000000000000187e-04,4.375552559999999858e+02
6.028703500000000304e+01,3.130000000000000187e-04,4.375552640000000224e+02
6.029103500000000082e+01,3.130000000000000187e-04,4.375552720000000022e+02
6.029503499999999860e+01,3.119999999999999944e-04,4.375552799999999820e+02
6.029903500000000349e+01,3.119999999999999944e-04,4.375552880000000187e+02
6.030303500000000128e+01,3.119999999999999944e-04,4.375552959999999985e+02
6.030703499999999906e+01,3.119999999999999944e-04,4.375553039999999783e+02
6.031103499999999684e+01,3.119999999999999944e-04,4.375553110000000174e+02
6.031503500000000173e+01,3.119999999999999944e-04,4.375553189999999972e+02
6.031903499999999951e+01,3.110000000000000243e-04,4.375553269999999770e+02
6.032303499999999730e+01,3.110000000000000243e-04,4.375553350000000137e+02
6.032703500000000219e+01,3.110000000000000243e-04,4.375553429999999935e+02
6.033103499999999997e+01,3.099999999999999999e-04,4.375553509999999733e+02
6.033503499999999775e+01,3.099999999999999999e-04,4.375553580000000125e+02
6.033903500000000264e+01,3.089999999999999756e-04,4.375553659999999923e+02
6.034303500000000042e+01,3.089999999999999756e-04,4.375553739999999721e+02
6.034703400000000073e+01,3.089999999999999756e-04,4.375553820000000087e+02
6.035103399999999851e+01,3.089999999999999756e-04,4.375553899999999885e+02
6.035503400000000340e+01,3.089999999999999756e-04,4.375553970000000277e+02
6.035903400000000119e+01,3.080000000000000055e-04,4.375554050000000075e+02
6.036303399999999897e+01,3.080000000000000055e-04,4.375554129999999873e+02
6.036703399999999675e+01,3.080000000000000055e-04,4.375554210000000239e+02
6.037103400000000164e+01,3.080000000000000055e-04,4.375554280000000063e+02
6.037503399999999942e+01,3.080000000000000055e-04,4.375554359999999861e+02
6.037903399999999721e+01,3.069999999999999812e-04,4.375554440000000227e+02
6.038303400000000210e+01,3.069999999999999812e-04,4.375554520000000025e+02
6.038703399999999988e+01,3.069999999999999812e-04,4.375554589999999848e+02
6.039103399999999766e+01,3.060000000000000111e-04,4.375554670000000215e+02
6.039503400000000255e+01,3.049999999999999868e-04,4.375554750000000013e+02
6.039903400000000033e+01,3.049999999999999868e-04,4.375554819999999836e+02
6.040303399999999812e+01,3.040000000000000167e-04,4.375554900000000202e+02
6.040703299999999842e+01,3.029999999999999924e-04,4.375554980000000000e+02
6.041103300000000331e+01,3.029999999999999924e-04,4.375555049999999824e+02
6.041503300000000110e+01,3.020000000000000223e-04,4.375555130000000190e+02
6.041903299999999888e+01,3.020000000000000223e-04,4.375555200000000013e+02
6.042303299999999666e+01,3.009999999999999980e-04,4.375555279999999811e+02
6.042703300000000155e+01,3.009999999999999980e-04,4.375555360000000178e+02
6.043103299999999933e+01,2.999999999999999737e-04,4.375555430000000001e+02
6.043503299999999712e+01,2.999999999999999737e-04,4.375555509999999799e+02
6.043903300000000200e+01,2.990000000000000036e-04,4.375555580000000191e+02
6.044303299999999979e+01,2.990000000000000036e-04,4.375555659999999989e+02
6.044703299999999757e+01,2.979999999999999793e-04,4.375555729999999812e+02
6.045103300000000246e+01,2.979999999999999793e-04,4.375555810000000179e+02
6.045503300000000024e+01,2.979999999999999793e-04,4.375555880000000002e+02
6.045903299999999803e+01,2.970000000000000092e-04,4.375555959999999800e+02
6.046303300000000291e+01,2.970000000000000092e-04,4.375556030000000192e+02
6.046703300000000070e+01,2.959999999999999849e-04,4.375556109999999990e+02
6.047103200000000101e+01,2.959999999999999849e-04,4.375556179999999813e+02
6.047503199999999879e+01,2.950000000000000148e-04,4.375556260000000179e+02
6.047903199999999657e+01,2.950000000000000148e-04,4.375556330000000003e+02
6.048303200000000146e+01,2.950000000000000148e-04,4.375556409999999801e+02
6.048703199999999924e+01,2.939999999999999905e-04,4.375556480000000192e+02
6.049103199999999703e+01,2.939999999999999905e-04,4.375556550000000016e+02
6.049503200000000191e+01,2.930000000000000204e-04,4.375556629999999814e+02
6.049903199999999970e+01,2.930000000000000204e-04,4.375556700000000205e+02
6.050303199999999748e+01,2.930000000000000204e-04,4.375556770000000029e+02
6.050703200000000237e+01,2.919999999999999961e-04,4.375556849999999827e+02
6.051103200000000015e+01,2.919999999999999961e-04,4.375556920000000218e+02
6.051503199999999794e+01,2.919999999999999961e-04,4.375557000000000016e+02
6.051903200000000282e+01,2.910000000000000260e-04,4.375557069999999840e+02
6.052303200000000061e+01,2.910000000000000260e-04,4.375557140000000231e+02
6.052703199999999839e+01,2.900000000000000017e-04,4.375557210000000055e+02
6.053103200000000328e+01,2.900000000000000017e-04,4.375557289999999853e+02
6.053503099999999648e+01,2.900000000000000017e-04,4.375557360000000244e+02
6.053903100000000137e+01,2.889999999999999774e-04,4.375557430000000068e+02
6.054303099999999915e+01,2.889999999999999774e-04,4.375557509999999866e+02
6.054703099999999694e+01,2.880000000000000073e-04,4.375557580000000257e+02
6.055103100000000182e+01,2.880000000000000073e-04,4.375557650000000081e+02
6.055503099999999961e+01,2.880000000000000073e-04,4.375557719999999904e+02
6.055903099999999739e+01,2.869999999999999830e-04,4.375557800000000270e+02
6.056303100000000228e+01,2.869999999999999830e-04,4.375557870000000094e+02
6.056703100000000006e+01,2.860000000000000129e-04,4.375557939999999917e+02
6.057103099999999785e+01,2.860000000000000129e-04,4.375558009999999740e+02
6.057503100000000273e+01,2.860000000000000129e-04,4.375558080000000132e+02
6.057903100000000052e+01,2.849999999999999886e-04,4.375558159999999930e+02
6.058303099999999830e+01,2.849999999999999886e-04,4.375558229999999753e+02
6.058703100000000319e+01,2.849999999999999886e-04,4.375558300000000145e+02
6.059103100000000097e+01,2.849999999999999886e-04,4.375558369999999968e+02
6.059503000000000128e+01,2.849999999999999886e-04,4.375558439999999791e+02
6.059902999999999906e+01,2.849999999999999886e-04,4.375558510000000183e+02
6.060302999999999685e+01,2.849999999999999886e-04,4.375558589999999981e+02
6.060703000000000173e+01,2.840000000000000185e-04,4.375558659999999804e+02
6.061102999999999952e+01,2.840000000000000185e-04,4.375558730000000196e+02
6.061502999999999730e+01,2.840000000000000185e-04,4.375558800000000019e+02
6.061903000000000219e+01,2.829999999999999942e-04,4.375558869999999843e+02
6.062302999999999997e+01,2.829999999999999942e-04,4.375558940000000234e+02
6.062702999999999776e+01,2.829999999999999942e-04,4.375559010000000058e+02
6.063103000000000264e+01,2.820000000000000241e-04,4.375559089999999856e+02
6.063503000000000043e+01,2.820000000000000241e-04,4.375559160000000247e+02
6.063902999999999821e+01,2.820000000000000241e-04,4.375559230000000071e+02
6.064303000000000310e+01,2.809999999999999998e-04,4.375559299999999894e+02
6.064703000000000088e+01,2.809999999999999998e-04,4.375559369999999717e+02
6.065102999999999867e+01,2.799999999999999755e-04,4.375559440000000109e+02
6.065502999999999645e+01,2.799999999999999755e-04,4.375559509999999932e+02
6.065902899999999676e+01,2.799999999999999755e-04,4.375559579999999755e+02
6.066302900000000164e+01,2.799999999999999755e-04,4.375559650000000147e+02
6.066702899999999943e+01,2.790000000000000054e-04,4.375559719999999970e+02
6.067102899999999721e+01,2.790000000000000054e-04,4.375559789999999794e+02
6.067502900000000210e+01,2.790000000000000054e-04,4.375559860000000185e+02
6.067902899999999988e+01,2.790000000000000054e-04,4.375559930000000008e+02
6.068302899999999767e+01,2.779999999999999811e-04,4.375559999999999832e+02
6.068702900000000255e+01,2.779999999999999811e-04,4.375560070000000223e+02
6.069102900000000034e+01,2.779999999999999811e-04,4.375560140000000047e+02
6.069502899999999812e+01,2.779999999999999811e-04,4.375560209999999870e+02
6.069902900000000301e+01,2.779999999999999811e-04,4.375560280000000262e+02
6.070302900000000079e+01,2.779999999999999811e-04,4.375560350000000085e+02
6.070702899999999858e+01,2.770000000000000110e-04,4.375560419999999908e+02
6.071102900000000346e+01,2.770000000000000110e-04,4.375560489999999731e+02
6.071502900000000125e+01,2.759999999999999867e-04,4.375560560000000123e+02
6.071902800000000155e+01,2.759999999999999867e-04,4.375560629999999946e+02
6.072302799999999934e+01,2.759999999999999867e-04,4.375560699999999770e+02
6.072702799999999712e+01,2.759999999999999867e-04,4.375560770000000161e+02
6.073102800000000201e+01,2.750000000000000166e-04,4.375560839999999985e+02
6.073502799999999979e+01,2.750000000000000166e-04,4.375560909999999808e+02
6.073902799999999758e+01,2.750000000000000166e-04,4.375560980000000200e+02
6.074302800000000246e+01,2.750000000000000166e-04,4.375561050000000023e+02
6.074702800000000025e+01,2.739999999999999923e-04,4.375561109999999871e+02
6.075102799999999803e+01,2.739999999999999923e-04,4.375561180000000263e+02
6.075502800000000292e+01,2.739999999999999923e-04,4.375561250000000086e+02
6.075902800000000070e+01,2.730000000000000222e-04,4.375561319999999910e+02
6.076302799999999849e+01,2.730000000000000222e-04,4.375561389999999733e+02
6.076702800000000337e+01,2.730000000000000222e-04,4.375561460000000125e+02
6.077102800000000116e+01,2.719999999999999979e-04,4.375561529999999948e+02
6.077502799999999894e+01,2.719999999999999979e-04,4.375561599999999771e+02
6.077902799999999672e+01,2.719999999999999979e-04,4.375561660000000188e+02
6.078302699999999703e+01,2.719999999999999979e-04,4.375561730000000011e+02
6.078702700000000192e+01,2.709999999999999735e-04,4.375561799999999835e+02
6.079102699999999970e+01,2.709999999999999735e-04,4.375561870000000226e+02
6.079502699999999749e+01,2.709999999999999735e-04,4.375561940000000050e+02
6.079902700000000237e+01,2.709999999999999735e-04,4.375562009999999873e+02
6.080302700000000016e+01,2.700000000000000035e-04,4.375562069999999721e+02
6.080702699999999794e+01,2.700000000000000035e-04,4.375562140000000113e+02
6.081102700000000283e+01,2.700000000000000035e-04,4.375562209999999936e+02
6.081502700000000061e+01,2.689999999999999791e-04,4.375562279999999760e+02
6.081902699999999840e+01,2.689999999999999791e-04,4.375562340000000177e+02
6.082302700000000328e+01,2.689999999999999791e-04,4.375562410000000000e+02
6.082702700000000107e+01,2.680000000000000090e-04,4.375562479999999823e+02
6.083102699999999885e+01,2.680000000000000090e-04,4.375562550000000215e+02
6.083502699999999663e+01,2.680000000000000090e-04,4.375562610000000063e+02
6.083902700000000152e+01,2.680000000000000090e-04,4.375562679999999887e+02
6.084302699999999930e+01,2.680000000000000090e-04,4.375562750000000278e+02
6.084702599999999961e+01,2.669999999999999847e-04,4.375562820000000102e+02
6.085102599999999740e+01,2.669999999999999847e-04,4.375562879999999950e+02
6.085502600000000228e+01,2.660000000000000146e-04,4.375562949999999773e+02
6.085902600000000007e+01,2.660000000000000146e-04,4.375563020000000165e+02
6.086302599999999785e+01,2.660000000000000146e-04,4.375563089999999988e+02
6.086702600000000274e+01,2.660000000000000146e-04,4.375563149999999837e+02
6.087102600000000052e+01,2.649999999999999903e-04,4.375563220000000229e+02
6.087502599999999831e+01,2.649999999999999903e-04,4.375563290000000052e+02
6.087902600000000319e+01,2.649999999999999903e-04,4.375563349999999900e+02
6.088302600000000098e+01,2.640000000000000202e-04,4.375563419999999724e+02
6.088702599999999876e+01,2.640000000000000202e-04,4.375563490000000115e+02
6.089102599999999654e+01,2.640000000000000202e-04,4.375563549999999964e+02
6.089502600000000143e+01,2.629999999999999959e-04,4.375563619999999787e+02
6.089902599999999921e+01,2.629999999999999959e-04,4.375563680000000204e+02
6.090302599999999700e+01,2.620000000000000258e-04,4.375563750000000027e+02
6.090702499999999731e+01,2.620000000000000258e-04,4.375563819999999851e+02
6.091102500000000219e+01,2.620000000000000258e-04,4.375563880000000268e+02
6.091502499999999998e+01,2.620000000000000258e-04,4.375563950000000091e+02
6.091902499999999776e+01,2.610000000000000015e-04,4.375564009999999939e+02
6.092302500000000265e+01,2.610000000000000015e-04,4.375564079999999763e+02
6.092702500000000043e+01,2.610000000000000015e-04,4.375564150000000154e+02
6.093102499999999822e+01,2.599999999999999772e-04,4.375564210000000003e+02
6.093502500000000310e+01,2.599999999999999772e-04,4.375564279999999826e+02
6.093902500000000089e+01,2.599999999999999772e-04,4.375564340000000243e+02
6.094302499999999867e+01,2.590000000000000071e-04,4.375564410000000066e+02
6.094702499999999645e+01,2.590000000000000071e-04,4.375564469999999915e+02
6.095102500000000134e+01,2.579999999999999828e-04,4.375564539999999738e+02
6.095502499999999912e+01,2.579999999999999828e-04,4.375564600000000155e+02
6.095902499999999691e+01,2.570000000000000127e-04,4.375564669999999978e+02
6.096302500000000180e+01,2.570000000000000127e-04,4.375564729999999827e+02
6.096702499999999958e+01,2.570000000000000127e-04,4.375564800000000218e+02
6.097102399999999989e+01,2.559999999999999884e-04,4.375564860000000067e+02
6.097502399999999767e+01,2.559999999999999884e-04,4.375564929999999890e+02
6.097902400000000256e+01,2.550000000000000183e-04,4.375564989999999739e+02
6.098302400000000034e+01,2.550000000000000183e-04,4.375565050000000156e+02
6.098702399999999813e+01,2.550000000000000183e-04,4.375565119999999979e+02
6.099102400000000301e+01,2.539999999999999940e-04,4.375565179999999827e+02
6.099502400000000080e+01,2.539999999999999940e-04,4.375565250000000219e+02
6.099902399999999858e+01,2.530000000000000239e-04,4.375565310000000068e+02
6.100302400000000347e+01,2.519999999999999996e-04,4.375565369999999916e+02
6.100702400000000125e+01,2.519999999999999996e-04,4.375565439999999739e+02
6.101102399999999903e+01,2.509999999999999753e-04,4.375565500000000156e+02
6.101502399999999682e+01,2.509999999999999753e-04,4.375565560000000005e+02
6.101902400000000171e+01,2.500000000000000052e-04,4.375565629999999828e+02
6.102302399999999949e+01,2.500000000000000052e-04,4.375565690000000245e+02
6.102702399999999727e+01,2.489999999999999809e-04,4.375565750000000094e+02
6.103102400000000216e+01,2.489999999999999809e-04,4.375565819999999917e+02
6.103502300000000247e+01,2.480000000000000108e-04,4.375565879999999765e+02
6.103902300000000025e+01,2.469999999999999865e-04,4.375565940000000182e+02
6.104302299999999804e+01,2.469999999999999865e-04,4.375566000000000031e+02
6.104702300000000292e+01,2.460000000000000164e-04,4.375566059999999879e+02
6.105102300000000071e+01,2.460000000000000164e-04,4.375566130000000271e+02
6.105502299999999849e+01,2.449999999999999921e-04,4.375566190000000120e+02
6.105902300000000338e+01,2.449999999999999921e-04,4.375566249999999968e+02
6.106302300000000116e+01,2.439999999999999949e-04,4.375566309999999817e+02
6.106702299999999894e+01,2.439999999999999949e-04,4.375566370000000234e+02
6.107102299999999673e+01,2.429999999999999977e-04,4.375566430000000082e+02
6.107502300000000162e+01,2.420000000000000005e-04,4.375566499999999905e+02
6.107902299999999940e+01,2.420000000000000005e-04,4.375566559999999754e+02
6.108302299999999718e+01,2.410000000000000033e-04,4.375566620000000171e+02
6.108702300000000207e+01,2.410000000000000033e-04,4.375566680000000019e+02
6.109102299999999985e+01,2.400000000000000061e-04,4.375566739999999868e+02
6.109502200000000016e+01,2.390000000000000089e-04,4.375566799999999716e+02
6.109902199999999794e+01,2.390000000000000089e-04,4.375566860000000133e+02
6.110302200000000283e+01,2.380000000000000117e-04,4.375566919999999982e+02
6.110702200000000062e+01,2.369999999999999874e-04,4.375566979999999830e+02
6.111102199999999840e+01,2.369999999999999874e-04,4.375567040000000247e+02
6.111502200000000329e+01,2.359999999999999902e-04,4.375567100000000096e+02
6.111902200000000107e+01,2.349999999999999930e-04,4.375567159999999944e+02
6.112302199999999885e+01,2.339999999999999958e-04,4.375567219999999793e+02
6.112702199999999664e+01,2.339999999999999958e-04,4.375567280000000210e+02
6.113102200000000153e+01,2.329999999999999986e-04,4.375567330000000084e+02
6.113502199999999931e+01,2.320000000000000014e-04,4.375567389999999932e+02
6.113902199999999709e+01,2.320000000000000014e-04,4.375567449999999781e+02
6.114302200000000198e+01,2.310000000000000042e-04,4.375567510000000198e+02
6.114702199999999976e+01,2.300000000000000070e-04,4.375567570000000046e+02
6.115102199999999755e+01,2.300000000000000070e-04,4.375567629999999895e+02
6.115502200000000244e+01,2.290000000000000098e-04,4.375567679999999768e+02
6.115902100000000274e+01,2.280000000000000126e-04,4.375567740000000185e+02
6.116302100000000053e+01,2.280000000000000126e-04,4.375567800000000034e+02
6.116702099999999831e+01,2.269999999999999882e-04,4.375567859999999882e+02
6.117102100000000320e+01,2.259999999999999910e-04,4.375567909999999756e+02
6.117502100000000098e+01,2.259999999999999910e-04,4.375567970000000173e+02
6.117902099999999876e+01,2.249999999999999938e-04,4.375568030000000022e+02
6.118302099999999655e+01,2.239999999999999966e-04,4.375568079999999895e+02
6.118702100000000144e+01,2.239999999999999966e-04,4.375568139999999744e+02
6.119102099999999922e+01,2.229999999999999994e-04,4.375568200000000161e+02
6.119502099999999700e+01,2.220000000000000022e-04,4.375568250000000035e+02
6.119902100000000189e+01,2.210000000000000050e-04,4.375568309999999883e+02
6.120302099999999967e+01,2.210000000000000050e-04,4.375568359999999757e+02
6.120702099999999746e+01,2.200000000000000078e-04,4.375568420000000174e+02
6.121102100000000235e+01,2.190000000000000106e-04,4.375568480000000022e+02
6.121502100000000013e+01,2.190000000000000106e-04,4.375568529999999896e+02
6.121902000000000044e+01,2.180000000000000134e-04,4.375568589999999745e+02
6.122301999999999822e+01,2.169999999999999891e-04,4.375568640000000187e+02
6.122702000000000311e+01,2.169999999999999891e-04,4.375568700000000035e+02
6.123102000000000089e+01,2.159999999999999919e-04,4.375568749999999909e+02
6.123501999999999867e+01,2.149999999999999947e-04,4.375568799999999783e+02
6.123901999999999646e+01,2.149999999999999947e-04,4.375568860000000200e+02
6.124302000000000135e+01,2.139999999999999975e-04,4.375568910000000074e+02
6.124701999999999913e+01,2.130000000000000003e-04,4.375568969999999922e+02
6.125101999999999691e+01,2.130000000000000003e-04,4.375569019999999796e+02
6.125502000000000180e+01,2.120000000000000031e-04,4.375569070000000238e+02
6.125901999999999958e+01,2.120000000000000031e-04,4.375569130000000087e+02
6.126301999999999737e+01,2.110000000000000059e-04,4.375569179999999960e+02
6.126702000000000226e+01,2.100000000000000087e-04,4.375569229999999834e+02
6.127102000000000004e+01,2.100000000000000087e-04,4.375569290000000251e+02
6.127501999999999782e+01,2.090000000000000115e-04,4.375569340000000125e+02
6.127902000000000271e+01,2.090000000000000115e-04,4.375569389999999999e+02
6.128301900000000302e+01,2.079999999999999872e-04,4.375569439999999872e+02
6.128701900000000080e+01,2.079999999999999872e-04,4.375569499999999721e+02
6.129101899999999858e+01,2.069999999999999900e-04,4.375569550000000163e+02
6.129501900000000347e+01,2.069999999999999900e-04,4.375569600000000037e+02
6.129901900000000126e+01,2.059999999999999928e-04,4.375569649999999911e+02
6.130301899999999904e+01,2.059999999999999928e-04,4.375569709999999759e+02
6.130701899999999682e+01,2.049999999999999956e-04,4.375569760000000201e+02
6.131101900000000171e+01,2.049999999999999956e-04,4.375569810000000075e+02
6.131501899999999949e+01,2.039999999999999984e-04,4.375569859999999949e+02
6.131901899999999728e+01,2.039999999999999984e-04,4.375569909999999823e+02
6.132301900000000217e+01,2.030000000000000012e-04,4.375569960000000265e+02
6.132701899999999995e+01,2.030000000000000012e-04,4.375570010000000138e+02
6.133101899999999773e+01,2.020000000000000040e-04,4.375570060000000012e+02
6.133501900000000262e+01,2.020000000000000040e-04,4.375570119999999861e+02
6.133901900000000040e+01,2.010000000000000068e-04,4.375570169999999735e+02
6.134301899999999819e+01,2.010000000000000068e-04,4.375570220000000177e+02
6.134701799999999849e+01,2.000000000000000096e-04,4.375570270000000050e+02
6.135101800000000338e+01,2.000000000000000096e-04,4.375570319999999924e+02
6.135501800000000117e+01,1.990000000000000124e-04,4.375570369999999798e+02
6.135901799999999895e+01,1.990000000000000124e-04,4.375570420000000240e+02
6.136301799999999673e+01,1.990000000000000124e-04,4.375570470000000114e+02
6.136701800000000162e+01,1.990000000000000124e-04,4.375570519999999988e+02
6.137101799999999940e+01,1.979999999999999881e-04,4.375570569999999861e+02
6.137501799999999719e+01,1.979999999999999881e-04,4.375570619999999735e+02
6.137901800000000208e+01,1.979999999999999881e-04,4.375570670000000177e+02
6.138301799999999986e+01,1.969999999999999909e-04,4.375570720000000051e+02
6.138701799999999764e+01,1.969999999999999909e-04,4.375570769999999925e+02
6.139101800000000253e+01,1.969999999999999909e-04,4.375570819999999799e+02
6.139501800000000031e+01,1.959999999999999937e-04,4.375570870000000241e+02
6.139901799999999810e+01,1.959999999999999937e-04,4.375570920000000115e+02
6.140301800000000298e+01,1.959999999999999937e-04,4.375570960000000014e+02
6.140701700000000329e+01,1.959999999999999937e-04,4.375571009999999887e+02
6.141101700000000108e+01,1.949999999999999965e-04,4.375571059999999761e+02
6.141501699999999886e+01,1.949999999999999965e-04,4.375571110000000203e+02
6.141901699999999664e+01,1.949999999999999965e-04,4.375571160000000077e+02
6.142301700000000153e+01,1.939999999999999993e-04,4.375571209999999951e+02
6.142701699999999931e+01,1.939999999999999993e-04,4.375571259999999825e+02
6.143101699999999710e+01,1.930000000000000021e-04,4.375571310000000267e+02
6.143501700000000199e+01,1.930000000000000021e-04,4.375571360000000141e+02
6.143901699999999977e+01,1.930000000000000021e-04,4.375571410000000014e+02
6.144301699999999755e+01,1.930000000000000021e-04,4.375571449999999913e+02
6.144701700000000244e+01,1.920000000000000049e-04,4.375571499999999787e+02
