# T(K) Cv(J/cc.K) Cv(J/kg.K)
120.948707 0.849331 0.624665
120.975854 0.849390 0.624978
121.003000 0.849450 0.625291
121.030147 0.849509 0.625603
121.057294 0.849568 0.625916
121.084441 0.849627 0.626229
121.111587 0.849687 0.626542
121.138734 0.849746 0.626855
121.165881 0.849805 0.627168
121.193028 0.849864 0.627481
121.220174 0.849924 0.627794
121.247321 0.849983 0.628107
121.274468 0.850042 0.628420
121.301615 0.850101 0.628733
121.328761 0.850160 0.629046
121.355908 0.850219 0.629360
121.383055 0.850279 0.629673
121.410201 0.850338 0.629986
121.437348 0.850397 0.630299
121.464495 0.850456 0.630612
121.491642 0.850515 0.630926
121.518788 0.850574 0.631239
121.545935 0.850633 0.631552
121.573082 0.850692 0.631865
121.600229 0.850751 0.632179
121.627375 0.850810 0.632492
121.654522 0.850869 0.632806
121.681669 0.850928 0.633119
121.708816 0.850987 0.633432
121.735962 0.851046 0.633746
121.763109 0.851105 0.634059
121.790256 0.851163 0.634373
121.817402 0.851222 0.634686
121.844549 0.851281 0.635000
121.871696 0.851340 0.635314
121.898843 0.851399 0.635627
121.925989 0.851458 0.635941
121.953136 0.851516 0.636254
121.980283 0.851575 0.636568
122.007430 0.851634 0.636882
122.034576 0.851693 0.637196
122.061723 0.851752 0.637509
122.088870 0.851810 0.637823
122.116017 0.851869 0.638137
122.143163 0.851928 0.638451
122.170310 0.851986 0.638764
122.197457 0.852045 0.639078
122.224604 0.852104 0.639392
122.251750 0.852162 0.639706
122.278897 0.852221 0.640020
122.306044 0.852280 0.640334
122.333190 0.852338 0.640648
122.360337 0.852397 0.640962
122.387484 0.852455 0.641276
122.414631 0.852514 0.641590
122.441777 0.852572 0.641904
122.468924 0.852631 0.642218
122.496071 0.852689 0.642532
122.523218 0.852748 0.642846
122.550364 0.852806 0.643160
122.577511 0.852865 0.643475
122.604658 0.852923 0.643789
122.631805 0.852982 0.644103
122.658951 0.853040 0.644417
122.686098 0.853099 0.644731
122.713245 0.853157 0.645046
122.740391 0.853215 0.645360
122.767538 0.853274 0.645674
122.794685 0.853332 0.645989
122.821832 0.853390 0.646303
122.848978 0.853449 0.646617
122.876125 0.853507 0.646932
122.903272 0.853565 0.647246
122.930419 0.853624 0.647560
122.957565 0.853682 0.647875
122.984712 0.853740 0.648189
123.011859 0.853798 0.648504
123.039006 0.853857 0.648818
123.066152 0.853915 0.649133
123.093299 0.853973 0.649447
123.120446 0.854031 0.649762
123.147593 0.854089 0.650077
123.174739 0.854148 0.650391
123.201886 0.854206 0.650706
123.229033 0.854264 0.651020
123.256179 0.854322 0.651335
123.283326 0.854380 0.651650
123.310473 0.854438 0.651965
123.337620 0.854496 0.652279
123.364766 0.854554 0.652594
123.391913 0.854612 0.652909
123.419060 0.854670 0.653224
123.446207 0.854728 0.653538
123.473353 0.854786 0.653853
123.500500 0.854844 0.654168
123.527647 0.854902 0.654483
123.554794 0.854960 0.654798
123.581940 0.855018 0.655113
123.609087 0.855076 0.655428
123.636234 0.855134 0.655743
123.663380 0.855192 0.656058
123.690527 0.855250 0.656373
123.717674 0.855308 0.656688
123.744821 0.855365 0.657003
123.771967 0.855423 0.657318
123.799114 0.855481 0.657633
123.826261 0.855539 0.657948
123.853408 0.855597 0.658263
123.880554 0.855654 0.658578
123.907701 0.855712 0.658893
123.934848 0.855770 0.659208
123.961995 0.855828 0.659523
123.989141 0.855885 0.659839
124.016288 0.855943 0.660154
124.043435 0.856001 0.660469
124.070582 0.856059 0.660784
124.097728 0.856116 0.661100
124.124875 0.856174 0.661415
124.152022 0.856232 0.661730
124.179168 0.856289 0.662045
124.206315 0.856347 0.662361
124.233462 0.856404 0.662676
124.260609 0.856462 0.662991
124.287755 0.856520 0.663307
124.314902 0.856577 0.663622
124.342049 0.856635 0.663938
124.369196 0.856692 0.664253
124.396342 0.856750 0.664569
124.423489 0.856807 0.664884
124.450636 0.856865 0.665200
124.477783 0.856922 0.665515
124.504929 0.856980 0.665831
124.532076 0.857037 0.666146
124.559223 0.857095 0.666462
124.586369 0.857152 0.666777
124.613516 0.857209 0.667093
124.640663 0.857267 0.667409
124.667810 0.857324 0.667724
124.694956 0.857382 0.668040
124.722103 0.857439 0.668355
124.749250 0.857496 0.668671
124.776397 0.857554 0.668987
124.803543 0.857611 0.669303
124.830690 0.857668 0.669618
124.857837 0.857725 0.669934
124.884984 0.857783 0.670250
124.912130 0.857840 0.670566
124.939277 0.857897 0.670881
124.966424 0.857955 0.671197
124.993571 0.858012 0.671513
125.020717 0.858069 0.671829
125.047864 0.858126 0.672145
125.075011 0.858183 0.672461
125.102157 0.858240 0.672777
125.129304 0.858298 0.673093
125.156451 0.858355 0.673408
125.183598 0.858412 0.673724
125.210744 0.858469 0.674040
125.237891 0.858526 0.674356
125.265038 0.858583 0.674672
125.292185 0.858640 0.674988
125.319331 0.858697 0.675304
125.346478 0.858754 0.675620
125.373625 0.858811 0.675936
125.400772 0.858868 0.676253
125.427918 0.858925 0.676569
125.455065 0.858982 0.676885
125.482212 0.859039 0.677201
125.509358 0.859096 0.677517
125.536505 0.859153 0.677833
125.563652 0.859210 0.678149
125.590799 0.859267 0.678466
125.617945 0.859324 0.678782
125.645092 0.859381 0.679098
125.672239 0.859438 0.679414
125.699386 0.859495 0.679730
125.726532 0.859552 0.680047
125.753679 0.859609 0.680363
125.780826 0.859665 0.680679
125.807973 0.859722 0.680996
125.835119 0.859779 0.681312
125.862266 0.859836 0.681628
125.889413 0.859893 0.681945
125.916560 0.859949 0.682261
125.943706 0.860006 0.682577
125.970853 0.860063 0.682894
125.998000 0.860120 0.683210
126.025146 0.860176 0.683527
126.052293 0.860233 0.683843
126.079440 0.860290 0.684159
126.106587 0.860346 0.684476
126.133733 0.860403 0.684792
126.160880 0.860460 0.685109
126.188027 0.860516 0.685425
126.215174 0.860573 0.685742
126.242320 0.860630 0.686059
126.269467 0.860686 0.686375
126.296614 0.860743 0.686692
126.323761 0.860799 0.687008
126.350907 0.860856 0.687325
126.378054 0.860912 0.687641
126.405201 0.860969 0.687958
126.432347 0.861025 0.688275
126.459494 0.861082 0.688591
126.486641 0.861138 0.688908
126.513788 0.861195 0.689225
126.540934 0.861251 0.689541
126.568081 0.861308 0.689858
126.595228 0.861364 0.690175
126.622375 0.861421 0.690492
126.649521 0.861477 0.690808
126.676668 0.861534 0.691125
126.703815 0.861590 0.691442
126.730962 0.861646 0.691759
126.758108 0.861703 0.692075
126.785255 0.861759 0.692392
126.812402 0.861815 0.692709
126.839549 0.861872 0.693026
126.866695 0.861928 0.693343
126.893842 0.861984 0.693660
126.920989 0.862041 0.693976
126.948135 0.862097 0.694293
126.975282 0.862153 0.694610
127.002429 0.862209 0.694927
127.029576 0.862266 0.695244
127.056722 0.862322 0.695561
127.083869 0.862378 0.695878
127.111016 0.862434 0.696195
127.138163 0.862491 0.696512
127.165309 0.862547 0.696829
127.192456 0.862603 0.697146
127.219603 0.862659 0.697463
127.246750 0.862715 0.697780
127.273896 0.862771 0.698097
127.301043 0.862827 0.698414
127.328190 0.862883 0.698731
127.355336 0.862940 0.699048
127.382483 0.862996 0.699365
127.409630 0.863052 0.699682
127.436777 0.863108 0.700000
127.463923 0.863164 0.700317
127.491070 0.863220 0.700634
127.518217 0.863276 0.700951
127.545364 0.863332 0.701268
127.572510 0.863388 0.701585
127.599657 0.863444 0.701902
127.626804 0.863500 0.702220
127.653951 0.863556 0.702537
127.681097 0.863612 0.702854
127.708244 0.863668 0.703171
127.735391 0.863723 0.703489
127.762538 0.863779 0.703806
127.789684 0.863835 0.704123
127.816831 0.863891 0.704440
127.843978 0.863947 0.704758
127.871124 0.864003 0.705075
127.898271 0.864059 0.705392
127.925418 0.864115 0.705709
127.952565 0.864170 0.706027
127.979711 0.864226 0.706344
128.006858 0.864282 0.706662
128.034005 0.864338 0.706979
128.061152 0.864393 0.707296
128.088298 0.864449 0.707614
128.115445 0.864505 0.707931
128.142592 0.864561 0.708248
128.169739 0.864616 0.708566
128.196885 0.864672 0.708883
128.224032 0.864728 0.709201
128.251179 0.864783 0.709518
128.278325 0.864839 0.709836
128.305472 0.864895 0.710153
128.332619 0.864950 0.710471
128.359766 0.865006 0.710788
128.386912 0.865062 0.711105
128.414059 0.865117 0.711423
128.441206 0.865173 0.711741
128.468353 0.865228 0.712058
128.495499 0.865284 0.712376
128.522646 0.865340 0.712693
128.549793 0.865395 0.713011
128.576940 0.865451 0.713328
128.604086 0.865506 0.713646
128.631233 0.865562 0.713963
128.658380 0.865617 0.714281
128.685527 0.865673 0.714599
128.712673 0.865728 0.714916
128.739820 0.865784 0.715234
128.766967 0.865839 0.715551
128.794113 0.865894 0.715869
128.821260 0.865950 0.716187
128.848407 0.866005 0.716504
128.875554 0.866061 0.716822
128.902700 0.866116 0.717140
128.929847 0.866171 0.717457
128.956994 0.866227 0.717775
128.984141 0.866282 0.718093
129.011287 0.866337 0.718411
129.038434 0.866393 0.718728
129.065581 0.866448 0.719046
129.092728 0.866503 0.719364
129.119874 0.866559 0.719682
129.147021 0.866614 0.719999
129.174168 0.866669 0.720317
129.201314 0.866725 0.720635
129.228461 0.866780 0.720953
129.255608 0.866835 0.721270
129.282755 0.866890 0.721588
129.309901 0.866945 0.721906
129.337048 0.867001 0.722224
129.364195 0.867056 0.722542
129.391342 0.867111 0.722859
129.418488 0.867166 0.723177
129.445635 0.867221 0.723495
129.472782 0.867276 0.723813
129.499929 0.867332 0.724131
129.527075 0.867387 0.724449
129.554222 0.867442 0.724767
129.581369 0.867497 0.725085
129.608516 0.867552 0.725402
129.635662 0.867607 0.725720
129.662809 0.867662 0.726038
129.689956 0.867717 0.726356
129.717102 0.867772 0.726674
129.744249 0.867827 0.726992
129.771396 0.867882 0.727310
129.798543 0.867937 0.727628
129.825689 0.867992 0.727946
129.852836 0.868047 0.728264
129.879983 0.868102 0.728582
129.907130 0.868157 0.728900
129.934276 0.868212 0.729218
129.961423 0.868267 0.729536
129.988570 0.868322 0.729854
130.015717 0.868377 0.730172
130.042863 0.868432 0.730490
130.070010 0.868486 0.730808
130.097157 0.868541 0.731126
130.124303 0.868596 0.731444
130.151450 0.868651 0.731762
130.178597 0.868706 0.732080
130.205744 0.868761 0.732398
130.232890 0.868815 0.732716
130.260037 0.868870 0.733034
130.287184 0.868925 0.733352
130.314331 0.868980 0.733670
130.341477 0.869035 0.733989
130.368624 0.869089 0.734307
130.395771 0.869144 0.734625
130.422918 0.869199 0.734943
130.450064 0.869254 0.735261
130.477211 0.869308 0.735579
130.504358 0.869363 0.735897
130.531505 0.869418 0.736215
130.558651 0.869472 0.736534
130.585798 0.869527 0.736852
130.612945 0.869582 0.737170
130.640091 0.869636 0.737488
130.667238 0.869691 0.737806
130.694385 0.869745 0.738124
130.721532 0.869800 0.738443
130.748678 0.869855 0.738761
130.775825 0.869909 0.739079
130.802972 0.869964 0.739397
130.830119 0.870018 0.739715
130.857265 0.870073 0.740034
130.884412 0.870127 0.740352
130.911559 0.870182 0.740670
130.938706 0.870236 0.740988
130.965852 0.870291 0.741306
130.992999 0.870345 0.741625
131.020146 0.870400 0.741943
131.047292 0.870454 0.742261
131.074439 0.870509 0.742579
131.101586 0.870563 0.742898
131.128733 0.870618 0.743216
131.155879 0.870672 0.743534
131.183026 0.870727 0.743853
131.210173 0.870781 0.744171
131.237320 0.870835 0.744489
131.264466 0.870890 0.744807
131.291613 0.870944 0.745126
131.318760 0.870998 0.745444
131.345907 0.871053 0.745762
131.373053 0.871107 0.746081
131.400200 0.871161 0.746399
131.427347 0.871216 0.746717
131.454493 0.871270 0.747036
131.481640 0.871324 0.747354
131.508787 0.871379 0.747672
131.535934 0.871433 0.747991
131.563080 0.871487 0.748309
131.590227 0.871541 0.748627
131.617374 0.871596 0.748946
131.644521 0.871650 0.749264
131.671667 0.871704 0.749582
131.698814 0.871758 0.749901
131.725961 0.871812 0.750219
131.753108 0.871867 0.750537
131.780254 0.871921 0.750856
131.807401 0.871975 0.751174
131.834548 0.872029 0.751493
131.861695 0.872083 0.751811
131.888841 0.872137 0.752129
131.915988 0.872191 0.752448
131.943135 0.872246 0.752766
131.970281 0.872300 0.753085
131.997428 0.872354 0.753403
132.024575 0.872408 0.753721
132.051722 0.872462 0.754040
132.078868 0.872516 0.754358
132.106015 0.872570 0.754677
132.133162 0.872624 0.754995
132.160309 0.872678 0.755314
132.187455 0.872732 0.755632
132.214602 0.872786 0.755950
132.241749 0.872840 0.756269
132.268896 0.872894 0.756587
132.296042 0.872948 0.756906
132.323189 0.873002 0.757224
132.350336 0.873056 0.757543
132.377482 0.873110 0.757861
132.404629 0.873164 0.758180
132.431776 0.873218 0.758498
132.458923 0.873271 0.758816
132.486069 0.873325 0.759135
132.513216 0.873379 0.759453
132.540363 0.873433 0.759772
132.567510 0.873487 0.760090
132.594656 0.873541 0.760409
132.621803 0.873595 0.760727
132.648950 0.873648 0.761046
132.676097 0.873702 0.761364
132.703243 0.873756 0.761683
132.730390 0.873810 0.762001
132.757537 0.873864 0.762320
132.784684 0.873917 0.762638
132.811830 0.873971 0.762957
132.838977 0.874025 0.763275
132.866124 0.874079 0.763594
132.893270 0.874132 0.763912
132.920417 0.874186 0.764231
132.947564 0.874240 0.764549
132.974711 0.874293 0.764868
133.001857 0.874347 0.765186
133.029004 0.874401 0.765505
133.056151 0.874454 0.765823
133.083298 0.874508 0.766142
133.110444 0.874562 0.766460
133.137591 0.874615 0.766779
133.164738 0.874669 0.767097
133.191885 0.874723 0.767416
133.219031 0.874776 0.767735
133.246178 0.874830 0.768053
133.273325 0.874883 0.768372
133.300471 0.874937 0.768690
133.327618 0.874990 0.769009
133.354765 0.875044 0.769327
133.381912 0.875098 0.769646
133.409058 0.875151 0.769964
133.436205 0.875205 0.770283
133.463352 0.875258 0.770601
133.490499 0.875312 0.770920
133.517645 0.875365 0.771238
133.544792 0.875419 0.771557
133.571939 0.875472 0.771876
133.599086 0.875525 0.772194
133.626232 0.875579 0.772513
133.653379 0.875632 0.772831
133.680526 0.875686 0.773150
133.707673 0.875739 0.773468
133.734819 0.875793 0.773787
133.761966 0.875846 0.774105
133.789113 0.875899 0.774424
133.816259 0.875953 0.774743
133.843406 0.876006 0.775061
133.870553 0.876059 0.775380
133.897700 0.876113 0.775698
133.924846 0.876166 0.776017
133.951993 0.876219 0.776335
133.979140 0.876273 0.776654
134.006287 0.876326 0.776972
134.033433 0.876379 0.777291
134.060580 0.876433 0.777610
134.087727 0.876486 0.777928
134.114874 0.876539 0.778247
134.142020 0.876592 0.778565
134.169167 0.876646 0.778884
134.196314 0.876699 0.779202
134.223460 0.876752 0.779521
134.250607 0.876805 0.779839
134.277754 0.876858 0.780158
134.304901 0.876912 0.780477
134.332047 0.876965 0.780795
134.359194 0.877018 0.781114
134.386341 0.877071 0.781432
134.413488 0.877124 0.781751
134.440634 0.877177 0.782069
134.467781 0.877230 0.782388
134.494928 0.877284 0.782707
134.522075 0.877337 0.783025
134.549221 0.877390 0.783344
134.576368 0.877443 0.783662
134.603515 0.877496 0.783981
134.630662 0.877549 0.784299
134.657808 0.877602 0.784618
134.684955 0.877655 0.784936
134.712102 0.877708 0.785255
134.739248 0.877761 0.785574
134.766395 0.877814 0.785892
134.793542 0.877867 0.786211
134.820689 0.877920 0.786529
134.847835 0.877973 0.786848
134.874982 0.878026 0.787166
134.902129 0.878079 0.787485
134.929276 0.878132 0.787803
134.956422 0.878185 0.788122
134.983569 0.878238 0.788441
135.010716 0.878291 0.788759
135.037863 0.878344 0.789078
135.065009 0.878397 0.789396
135.092156 0.878450 0.789715
135.119303 0.878502 0.790033
135.146449 0.878555 0.790352
135.173596 0.878608 0.790670
135.200743 0.878661 0.790989
135.227890 0.878714 0.791307
135.255036 0.878767 0.791626
135.282183 0.878820 0.791944
135.309330 0.878872 0.792263
135.336477 0.878925 0.792581
135.363623 0.878978 0.792900
135.390770 0.879031 0.793219
135.417917 0.879084 0.793537
135.445064 0.879136 0.793856
135.472210 0.879189 0.794174
135.499357 0.879242 0.794493
135.526504 0.879295 0.794811
135.553651 0.879347 0.795130
135.580797 0.879400 0.795448
135.607944 0.879453 0.795767
135.635091 0.879505 0.796085
135.662237 0.879558 0.796404
135.689384 0.879611 0.796722
135.716531 0.879663 0.797041
135.743678 0.879716 0.797359
135.770824 0.879769 0.797678
135.797971 0.879821 0.797996
135.825118 0.879874 0.798315
135.852265 0.879927 0.798633
135.879411 0.879979 0.798952
135.906558 0.880032 0.799270
135.933705 0.880084 0.799589
135.960852 0.880137 0.799907
135.987998 0.880190 0.800225
136.015145 0.880242 0.800544
136.042292 0.880295 0.800862
136.069438 0.880347 0.801181
136.096585 0.880400 0.801499
136.123732 0.880452 0.801818
136.150879 0.880505 0.802136
136.178025 0.880557 0.802455
136.205172 0.880610 0.802773
136.232319 0.880662 0.803092
136.259466 0.880715 0.803410
136.286612 0.880767 0.803728
136.313759 0.880820 0.804047
136.340906 0.880872 0.804365
136.368053 0.880925 0.804684
136.395199 0.880977 0.805002
136.422346 0.881030 0.805321
136.449493 0.881082 0.805639
136.476640 0.881134 0.805957
136.503786 0.881187 0.806276
136.530933 0.881239 0.806594
136.558080 0.881291 0.806913
136.585226 0.881344 0.807231
136.612373 0.881396 0.807550
136.639520 0.881449 0.807868
136.666667 0.881501 0.808186
136.693813 0.881553 0.808505
136.720960 0.881606 0.808823
136.748107 0.881658 0.809141
136.775254 0.881710 0.809460
136.802400 0.881762 0.809778
136.829547 0.881815 0.810097
136.856694 0.881867 0.810415
136.883841 0.881919 0.810733
136.910987 0.881971 0.811052
136.938134 0.882024 0.811370
136.965281 0.882076 0.811688
136.992427 0.882128 0.812007
137.019574 0.882180 0.812325
137.046721 0.882233 0.812643
137.073868 0.882285 0.812962
137.101014 0.882337 0.813280
137.128161 0.882389 0.813598
137.155308 0.882441 0.813917
137.182455 0.882494 0.814235
137.209601 0.882546 0.814553
137.236748 0.882598 0.814872
137.263895 0.882650 0.815190
137.291042 0.882702 0.815508
137.318188 0.882754 0.815826
137.345335 0.882806 0.816145
137.372482 0.882858 0.816463
137.399629 0.882910 0.816781
137.426775 0.882963 0.817100
137.453922 0.883015 0.817418
137.481069 0.883067 0.817736
137.508215 0.883119 0.818054
137.535362 0.883171 0.818373
137.562509 0.883223 0.818691
137.589656 0.883275 0.819009
137.616802 0.883327 0.819327
137.643949 0.883379 0.819646
137.671096 0.883431 0.819964
137.698243 0.883483 0.820282
137.725389 0.883535 0.820600
137.752536 0.883587 0.820918
137.779683 0.883639 0.821237
137.806830 0.883691 0.821555
137.833976 0.883743 0.821873
137.861123 0.883795 0.822191
137.888270 0.883847 0.822509
137.915416 0.883898 0.822827
137.942563 0.883950 0.823146
137.969710 0.884002 0.823464
137.996857 0.884054 0.823782
138.024003 0.884106 0.824100
138.051150 0.884158 0.824418
138.078297 0.884210 0.824736
138.105444 0.884262 0.825055
138.132590 0.884313 0.825373
138.159737 0.884365 0.825691
138.186884 0.884417 0.826009
138.214031 0.884469 0.826327
138.241177 0.884521 0.826645
138.268324 0.884573 0.826963
138.295471 0.884624 0.827281
138.322618 0.884676 0.827599
138.349764 0.884728 0.827917
138.376911 0.884780 0.828236
138.404058 0.884831 0.828554
138.431204 0.884883 0.828872
138.458351 0.884935 0.829190
138.485498 0.884987 0.829508
138.512645 0.885038 0.829826
138.539791 0.885090 0.830144
138.566938 0.885142 0.830462
138.594085 0.885193 0.830780
138.621232 0.885245 0.831098
138.648378 0.885297 0.831416
138.675525 0.885348 0.831734
138.702672 0.885400 0.832052
138.729819 0.885452 0.832370
138.756965 0.885503 0.832688
138.784112 0.885555 0.833006
138.811259 0.885607 0.833324
138.838405 0.885658 0.833642
138.865552 0.885710 0.833960
138.892699 0.885761 0.834278
138.919846 0.885813 0.834596
138.946992 0.885865 0.834913
138.974139 0.885916 0.835231
139.001286 0.885968 0.835549
139.028433 0.886019 0.835867
139.055579 0.886071 0.836185
139.082726 0.886122 0.836503
139.109873 0.886174 0.836821
139.137020 0.886225 0.837139
139.164166 0.886277 0.837457
139.191313 0.886328 0.837775
139.218460 0.886380 0.838092
139.245607 0.886431 0.838410
139.272753 0.886483 0.838728
139.299900 0.886534 0.839046
139.327047 0.886586 0.839364
139.354193 0.886637 0.839682
139.381340 0.886689 0.839999
139.408487 0.886740 0.840317
139.435634 0.886792 0.840635
139.462780 0.886843 0.840953
139.489927 0.886894 0.841270
139.517074 0.886946 0.841588
139.544221 0.886997 0.841906
139.571367 0.887049 0.842224
139.598514 0.887100 0.842542
139.625661 0.887151 0.842859
139.652808 0.887203 0.843177
139.679954 0.887254 0.843495
139.707101 0.887305 0.843812
139.734248 0.887357 0.844130
139.761394 0.887408 0.844448
139.788541 0.887459 0.844766
139.815688 0.887511 0.845083
139.842835 0.887562 0.845401
139.869981 0.887613 0.845719
139.897128 0.887665 0.846036
139.924275 0.887716 0.846354
139.951422 0.887767 0.846671
139.978568 0.887818 0.846989
140.005715 0.887870 0.847307
140.032862 0.887921 0.847624
140.060009 0.887972 0.847942
140.087155 0.888023 0.848260
140.114302 0.888075 0.848577
140.141449 0.888126 0.848895
140.168596 0.888177 0.849212
140.195742 0.888228 0.849530
140.222889 0.888279 0.849847
140.250036 0.888331 0.850165
140.277182 0.888382 0.850482
140.304329 0.888433 0.850800
140.331476 0.888484 0.851117
140.358623 0.888535 0.851435
140.385769 0.888586 0.851752
140.412916 0.888637 0.852070
140.440063 0.888689 0.852387
140.467210 0.888740 0.852705
140.494356 0.888791 0.853022
140.521503 0.888842 0.853340
140.548650 0.888893 0.853657
140.575797 0.888944 0.853975
140.602943 0.888995 0.854292
140.630090 0.889046 0.854609
140.657237 0.889097 0.854927
140.684383 0.889148 0.855244
140.711530 0.889199 0.855562
140.738677 0.889250 0.855879
140.765824 0.889301 0.856196
140.792970 0.889352 0.856514
140.820117 0.889403 0.856831
140.847264 0.889454 0.857148
140.874411 0.889505 0.857466
140.901557 0.889556 0.857783
140.928704 0.889607 0.858100
140.955851 0.889658 0.858418
140.982998 0.889709 0.858735
141.010144 0.889760 0.859052
141.037291 0.889811 0.859369
141.064438 0.889862 0.859687
141.091585 0.889913 0.860004
141.118731 0.889964 0.860321
141.145878 0.890015 0.860638
141.173025 0.890066 0.860956
141.200171 0.890117 0.861273
141.227318 0.890167 0.861590
141.254465 0.890218 0.861907
141.281612 0.890269 0.862224
141.308758 0.890320 0.862542
141.335905 0.890371 0.862859
141.363052 0.890422 0.863176
141.390199 0.890473 0.863493
141.417345 0.890523 0.863810
141.444492 0.890574 0.864127
141.471639 0.890625 0.864444
141.498786 0.890676 0.864761
141.525932 0.890727 0.865078
141.553079 0.890777 0.865396
141.580226 0.890828 0.865713
141.607372 0.890879 0.866030
141.634519 0.890930 0.866347
141.661666 0.890980 0.866664
141.688813 0.891031 0.866981
141.715959 0.891082 0.867298
141.743106 0.891133 0.867615
141.770253 0.891183 0.867932
141.797400 0.891234 0.868249
141.824546 0.891285 0.868566
141.851693 0.891336 0.868883
141.878840 0.891386 0.869199
141.905987 0.891437 0.869516
141.933133 0.891488 0.869833
141.960280 0.891538 0.870150
141.987427 0.891589 0.870467
142.014574 0.891640 0.870784
142.041720 0.891690 0.871101
142.068867 0.891741 0.871418
142.096014 0.891792 0.871735
142.123160 0.891842 0.872051
142.150307 0.891893 0.872368
142.177454 0.891943 0.872685
142.204601 0.891994 0.873002
142.231747 0.892045 0.873319
142.258894 0.892095 0.873635
142.286041 0.892146 0.873952
142.313188 0.892196 0.874269
142.340334 0.892247 0.874586
142.367481 0.892297 0.874902
142.394628 0.892348 0.875219
142.421775 0.892399 0.875536
142.448921 0.892449 0.875852
142.476068 0.892500 0.876169
142.503215 0.892550 0.876486
142.530361 0.892601 0.876802
142.557508 0.892651 0.877119
142.584655 0.892702 0.877436
142.611802 0.892752 0.877752
142.638948 0.892803 0.878069
142.666095 0.892853 0.878385
142.693242 0.892904 0.878702
142.720389 0.892954 0.879019
142.747535 0.893004 0.879335
142.774682 0.893055 0.879652
142.801829 0.893105 0.879968
142.828976 0.893156 0.880285
142.856122 0.893206 0.880601
142.883269 0.893257 0.880918
142.910416 0.893307 0.881234
142.937563 0.893357 0.881551
142.964709 0.893408 0.881867
142.991856 0.893458 0.882184
143.019003 0.893508 0.882500
143.046149 0.893559 0.882816
143.073296 0.893609 0.883133
143.100443 0.893660 0.883449
143.127590 0.893710 0.883766
143.154736 0.893760 0.884082
143.181883 0.893811 0.884398
143.209030 0.893861 0.884715
143.236177 0.893911 0.885031
143.263323 0.893962 0.885347
143.290470 0.894012 0.885664
143.317617 0.894062 0.885980
143.344764 0.894112 0.886296
143.371910 0.894163 0.886612
143.399057 0.894213 0.886929
143.426204 0.894263 0.887245
143.453350 0.894313 0.887561
143.480497 0.894364 0.887877
143.507644 0.894414 0.888194
143.534791 0.894464 0.888510
143.561937 0.894514 0.888826
143.589084 0.894565 0.889142
143.616231 0.894615 0.889458
143.643378 0.894665 0.889774
143.670524 0.894715 0.890090
143.697671 0.894765 0.890407
143.724818 0.894816 0.890723
143.751965 0.894866 0.891039
143.779111 0.894916 0.891355
143.806258 0.894966 0.891671
143.833405 0.895016 0.891987
143.860552 0.895066 0.892303
143.887698 0.895117 0.892619
143.914845 0.895167 0.892935
143.941992 0.895217 0.893251
143.969138 0.895267 0.893567
143.996285 0.895317 0.893883
144.023432 0.895367 0.894199
144.050579 0.895417 0.894515
144.077725 0.895467 0.894831
144.104872 0.895517 0.895146
144.132019 0.895568 0.895462
144.159166 0.895618 0.895778
144.186312 0.895668 0.896094
144.213459 0.895718 0.896410
144.240606 0.895768 0.896726
144.267753 0.895818 0.897042
144.294899 0.895868 0.897357
144.322046 0.895918 0.897673
144.349193 0.895968 0.897989
144.376339 0.896018 0.898305
144.403486 0.896068 0.898620
144.430633 0.896118 0.898936
144.457780 0.896168 0.899252
144.484926 0.896218 0.899567
144.512073 0.896268 0.899883
144.539220 0.896318 0.900199
144.566367 0.896368 0.900514
144.593513 0.896418 0.900830
144.620660 0.896468 0.901146
144.647807 0.896518 0.901461
144.674954 0.896568 0.901777
144.702100 0.896618 0.902093
144.729247 0.896667 0.902408
144.756394 0.896717 0.902724
144.783541 0.896767 0.903039
144.810687 0.896817 0.903355
144.837834 0.896867 0.903670
144.864981 0.896917 0.903986
144.892127 0.896967 0.904301
144.919274 0.897017 0.904617
144.946421 0.897067 0.904932
144.973568 0.897116 0.905247
145.000714 0.897166 0.905563
145.027861 0.897216 0.905878
145.055008 0.897266 0.906194
145.082155 0.897316 0.906509
145.109301 0.897366 0.906824
145.136448 0.897415 0.907140
145.163595 0.897465 0.907455
145.190742 0.897515 0.907770
145.217888 0.897565 0.908086
145.245035 0.897615 0.908401
145.272182 0.897664 0.908716
145.299328 0.897714 0.909031
145.326475 0.897764 0.909347
145.353622 0.897814 0.909662
145.380769 0.897863 0.909977
145.407915 0.897913 0.910292
145.435062 0.897963 0.910607
145.462209 0.898013 0.910923
145.489356 0.898062 0.911238
145.516502 0.898112 0.911553
145.543649 0.898162 0.911868
145.570796 0.898212 0.912183
145.597943 0.898261 0.912498
145.625089 0.898311 0.912813
145.652236 0.898361 0.913128
145.679383 0.898410 0.913443
145.706530 0.898460 0.913758
145.733676 0.898510 0.914073
145.760823 0.898559 0.914388
145.787970 0.898609 0.914703
145.815116 0.898659 0.915018
145.842263 0.898708 0.915333
145.869410 0.898758 0.915648
145.896557 0.898808 0.915963
145.923703 0.898857 0.916278
145.950850 0.898907 0.916592
145.977997 0.898956 0.916907
146.005144 0.899006 0.917222
146.032290 0.899056 0.917537
146.059437 0.899105 0.917852
146.086584 0.899155 0.918167
146.113731 0.899204 0.918481
146.140877 0.899254 0.918796
146.168024 0.899303 0.919111
146.195171 0.899353 0.919425
