# T(K) Cv(J/cc.K) Cv(J/kg.K)
91.657380 0.773696 0.314182
91.684526 0.773780 0.314433
91.711673 0.773863 0.314683
91.738820 0.773947 0.314934
91.765967 0.774031 0.315185
91.793113 0.774115 0.315437
91.820260 0.774199 0.315688
91.847407 0.774282 0.315939
91.874554 0.774366 0.316190
91.901700 0.774450 0.316442
91.928847 0.774533 0.316694
91.955994 0.774617 0.316945
91.983140 0.774700 0.317197
92.010287 0.774784 0.317449
92.037434 0.774867 0.317701
92.064581 0.774951 0.317953
92.091727 0.775034 0.318205
92.118874 0.775118 0.318457
92.146021 0.775201 0.318709
92.173168 0.775284 0.318962
92.200314 0.775368 0.319214
92.227461 0.775451 0.319467
92.254608 0.775534 0.319719
92.281755 0.775617 0.319972
92.308901 0.775700 0.320225
92.336048 0.775783 0.320478
92.363195 0.775867 0.320731
92.390341 0.775950 0.320984
92.417488 0.776033 0.321237
92.444635 0.776116 0.321490
92.471782 0.776199 0.321744
92.498928 0.776282 0.321997
92.526075 0.776364 0.322251
92.553222 0.776447 0.322504
92.580369 0.776530 0.322758
92.607515 0.776613 0.323012
92.634662 0.776696 0.323266
92.661809 0.776779 0.323520
92.688956 0.776861 0.323774
92.716102 0.776944 0.324028
92.743249 0.777027 0.324282
92.770396 0.777109 0.324537
92.797543 0.777192 0.324791
92.824689 0.777274 0.325045
92.851836 0.777357 0.325300
92.878983 0.777439 0.325555
92.906129 0.777522 0.325810
92.933276 0.777604 0.326064
92.960423 0.777687 0.326319
92.987570 0.777769 0.326574
93.014716 0.777851 0.326829
93.041863 0.777934 0.327085
93.069010 0.778016 0.327340
93.096157 0.778098 0.327595
93.123303 0.778180 0.327851
93.150450 0.778263 0.328106
93.177597 0.778345 0.328362
93.204744 0.778427 0.328618
93.231890 0.778509 0.328874
93.259037 0.778591 0.329129
93.286184 0.778673 0.329385
93.313330 0.778755 0.329641
93.340477 0.778837 0.329898
93.367624 0.778919 0.330154
93.394771 0.779001 0.330410
93.421917 0.779083 0.330667
93.449064 0.779165 0.330923
93.476211 0.779246 0.331180
93.503358 0.779328 0.331436
93.530504 0.779410 0.331693
93.557651 0.779492 0.331950
93.584798 0.779573 0.332207
93.611945 0.779655 0.332464
93.639091 0.779737 0.332721
93.666238 0.779818 0.332978
93.693385 0.779900 0.333236
93.720532 0.779981 0.333493
93.747678 0.780063 0.333750
93.774825 0.780144 0.334008
93.801972 0.780226 0.334266
93.829118 0.780307 0.334523
93.856265 0.780388 0.334781
93.883412 0.780470 0.335039
93.910559 0.780551 0.335297
93.937705 0.780632 0.335555
93.964852 0.780714 0.335813
93.991999 0.780795 0.336071
94.019146 0.780876 0.336330
94.046292 0.780957 0.336588
94.073439 0.781038 0.336847
94.100586 0.781119 0.337105
94.127733 0.781200 0.337364
94.154879 0.781281 0.337623
94.182026 0.781363 0.337881
94.209173 0.781443 0.338140
94.236319 0.781524 0.338399
94.263466 0.781605 0.338658
94.290613 0.781686 0.338918
94.317760 0.781767 0.339177
94.344906 0.781848 0.339436
94.372053 0.781929 0.339696
94.399200 0.782009 0.339955
94.426347 0.782090 0.340215
94.453493 0.782171 0.340474
94.480640 0.782252 0.340734
94.507787 0.782332 0.340994
94.534934 0.782413 0.341254
94.562080 0.782493 0.341514
94.589227 0.782574 0.341774
94.616374 0.782655 0.342034
94.643521 0.782735 0.342294
94.670667 0.782816 0.342555
94.697814 0.782896 0.342815
94.724961 0.782976 0.343076
94.752107 0.783057 0.343336
94.779254 0.783137 0.343597
94.806401 0.783217 0.343858
94.833548 0.783298 0.344119
94.860694 0.783378 0.344379
94.887841 0.783458 0.344640
94.914988 0.783538 0.344902
94.942135 0.783619 0.345163
94.969281 0.783699 0.345424
94.996428 0.783779 0.345685
95.023575 0.783859 0.345947
95.050722 0.783939 0.346208
95.077868 0.784019 0.346470
95.105015 0.784099 0.346732
95.132162 0.784179 0.346993
95.159308 0.784259 0.347255
95.186455 0.784339 0.347517
95.213602 0.784419 0.347779
95.240749 0.784498 0.348041
95.267895 0.784578 0.348303
95.295042 0.784658 0.348566
95.322189 0.784738 0.348828
95.349336 0.784817 0.349090
95.376482 0.784897 0.349353
95.403629 0.784977 0.349616
95.430776 0.785056 0.349878
95.457923 0.785136 0.350141
95.485069 0.785216 0.350404
95.512216 0.785295 0.350667
95.539363 0.785375 0.350930
95.566510 0.785454 0.351193
95.593656 0.785534 0.351456
95.620803 0.785613 0.351719
95.647950 0.785692 0.351983
95.675096 0.785772 0.352246
95.702243 0.785851 0.352509
95.729390 0.785930 0.352773
95.756537 0.786010 0.353037
95.783683 0.786089 0.353300
95.810830 0.786168 0.353564
95.837977 0.786247 0.353828
95.865124 0.786327 0.354092
95.892270 0.786406 0.354356
95.919417 0.786485 0.354620
95.946564 0.786564 0.354885
95.973711 0.786643 0.355149
96.000857 0.786722 0.355413
96.028004 0.786801 0.355678
96.055151 0.786880 0.355942
96.082297 0.786959 0.356207
96.109444 0.787038 0.356472
96.136591 0.787117 0.356736
96.163738 0.787196 0.357001
96.190884 0.787274 0.357266
96.218031 0.787353 0.357531
96.245178 0.787432 0.357796
96.272325 0.787511 0.358062
96.299471 0.787589 0.358327
96.326618 0.787668 0.358592
96.353765 0.787747 0.358858
96.380912 0.787825 0.359123
96.408058 0.787904 0.359389
96.435205 0.787982 0.359655
96.462352 0.788061 0.359920
96.489498 0.788139 0.360186
96.516645 0.788218 0.360452
96.543792 0.788296 0.360718
96.570939 0.788375 0.360984
96.598085 0.788453 0.361250
96.625232 0.788532 0.361517
96.652379 0.788610 0.361783
96.679526 0.788688 0.362049
96.706672 0.788766 0.362316
96.733819 0.788845 0.362582
96.760966 0.788923 0.362849
96.788113 0.789001 0.363116
96.815259 0.789079 0.363382
96.842406 0.789157 0.363649
96.869553 0.789235 0.363916
96.896700 0.789314 0.364183
96.923846 0.789392 0.364450
96.950993 0.789470 0.364718
96.978140 0.789548 0.364985
97.005286 0.789626 0.365252
97.032433 0.789703 0.365520
97.059580 0.789781 0.365787
97.086727 0.789859 0.366055
97.113873 0.789937 0.366322
97.141020 0.790015 0.366590
97.168167 0.790093 0.366858
97.195314 0.790170 0.367126
97.222460 0.790248 0.367394
97.249607 0.790326 0.367662
97.276754 0.790404 0.367930
97.303901 0.790481 0.368198
97.331047 0.790559 0.368467
97.358194 0.790636 0.368735
97.385341 0.790714 0.369003
97.412487 0.790792 0.369272
97.439634 0.790869 0.369541
97.466781 0.790947 0.369809
97.493928 0.791024 0.370078
97.521074 0.791101 0.370347
97.548221 0.791179 0.370616
97.575368 0.791256 0.370885
97.602515 0.791334 0.371154
97.629661 0.791411 0.371423
97.656808 0.791488 0.371692
97.683955 0.791565 0.371961
97.711102 0.791643 0.372231
97.738248 0.791720 0.372500
97.765395 0.791797 0.372770
97.792542 0.791874 0.373039
97.819689 0.791951 0.373309
97.846835 0.792028 0.373579
97.873982 0.792106 0.373849
97.901129 0.792183 0.374119
97.928275 0.792260 0.374389
97.955422 0.792337 0.374659
97.982569 0.792414 0.374929
98.009716 0.792490 0.375199
98.036862 0.792567 0.375469
98.064009 0.792644 0.375740
98.091156 0.792721 0.376010
98.118303 0.792798 0.376281
98.145449 0.792875 0.376551
98.172596 0.792951 0.376822
98.199743 0.793028 0.377093
98.226890 0.793105 0.377364
98.254036 0.793182 0.377635
98.281183 0.793258 0.377906
98.308330 0.793335 0.378177
98.335476 0.793411 0.378448
98.362623 0.793488 0.378719
98.389770 0.793565 0.378990
98.416917 0.793641 0.379262
98.444063 0.793718 0.379533
98.471210 0.793794 0.379805
98.498357 0.793870 0.380076
98.525504 0.793947 0.380348
98.552650 0.794023 0.380620
98.579797 0.794100 0.380892
98.606944 0.794176 0.381164
98.634091 0.794252 0.381435
98.661237 0.794329 0.381708
98.688384 0.794405 0.381980
98.715531 0.794481 0.382252
98.742678 0.794557 0.382524
98.769824 0.794633 0.382797
98.796971 0.794710 0.383069
98.824118 0.794786 0.383341
98.851264 0.794862 0.383614
98.878411 0.794938 0.383887
98.905558 0.795014 0.384159
98.932705 0.795090 0.384432
98.959851 0.795166 0.384705
98.986998 0.795242 0.384978
99.014145 0.795318 0.385251
99.041292 0.795394 0.385524
99.068438 0.795469 0.385797
99.095585 0.795545 0.386071
99.122732 0.795621 0.386344
99.149879 0.795697 0.386617
99.177025 0.795773 0.386891
99.204172 0.795848 0.387164
99.231319 0.795924 0.387438
99.258465 0.796000 0.387712
99.285612 0.796075 0.387985
99.312759 0.796151 0.388259
99.339906 0.796227 0.388533
99.367052 0.796302 0.388807
99.394199 0.796378 0.389081
99.421346 0.796453 0.389355
99.448493 0.796529 0.389630
99.475639 0.796604 0.389904
99.502786 0.796680 0.390178
99.529933 0.796755 0.390453
99.557080 0.796831 0.390727
99.584226 0.796906 0.391002
99.611373 0.796981 0.391276
99.638520 0.797057 0.391551
99.665667 0.797132 0.391826
99.692813 0.797207 0.392101
99.719960 0.797282 0.392376
99.747107 0.797358 0.392651
99.774253 0.797433 0.392926
99.801400 0.797508 0.393201
99.828547 0.797583 0.393476
99.855694 0.797658 0.393751
99.882840 0.797733 0.394027
99.909987 0.797808 0.394302
99.937134 0.797883 0.394578
99.964281 0.797958 0.394853
99.991427 0.798033 0.395129
100.018574 0.798108 0.395405
100.045721 0.798183 0.395681
100.072868 0.798258 0.395957
100.100014 0.798333 0.396232
100.127161 0.798408 0.396508
100.154308 0.798483 0.396785
100.181454 0.798557 0.397061
100.208601 0.798632 0.397337
100.235748 0.798707 0.397613
100.262895 0.798781 0.397890
100.290041 0.798856 0.398166
100.317188 0.798931 0.398443
100.344335 0.799005 0.398719
100.371482 0.799080 0.398996
100.398628 0.799155 0.399273
100.425775 0.799229 0.399550
100.452922 0.799304 0.399826
100.480069 0.799378 0.400103
100.507215 0.799453 0.400380
100.534362 0.799527 0.400657
100.561509 0.799602 0.400935
100.588656 0.799676 0.401212
100.615802 0.799750 0.401489
100.642949 0.799825 0.401767
100.670096 0.799899 0.402044
100.697242 0.799973 0.402322
100.724389 0.800048 0.402599
100.751536 0.800122 0.402877
100.778683 0.800196 0.403155
100.805829 0.800270 0.403432
100.832976 0.800344 0.403710
100.860123 0.800419 0.403988
100.887270 0.800493 0.404266
100.914416 0.800567 0.404544
100.941563 0.800641 0.404822
100.968710 0.800715 0.405101
100.995857 0.800789 0.405379
101.023003 0.800863 0.405657
101.050150 0.800937 0.405936
101.077297 0.801011 0.406214
101.104443 0.801085 0.406493
101.131590 0.801159 0.406771
101.158737 0.801232 0.407050
101.185884 0.801306 0.407329
101.213030 0.801380 0.407608
101.240177 0.801454 0.407887
101.267324 0.801528 0.408166
101.294471 0.801601 0.408445
101.321617 0.801675 0.408724
101.348764 0.801749 0.409003
101.375911 0.801822 0.409282
101.403058 0.801896 0.409562
101.430204 0.801970 0.409841
101.457351 0.802043 0.410121
101.484498 0.802117 0.410400
101.511645 0.802190 0.410680
101.538791 0.802264 0.410959
101.565938 0.802337 0.411239
101.593085 0.802411 0.411519
101.620231 0.802484 0.411799
101.647378 0.802558 0.412079
101.674525 0.802631 0.412359
101.701672 0.802704 0.412639
101.728818 0.802778 0.412919
101.755965 0.802851 0.413199
101.783112 0.802924 0.413480
101.810259 0.802998 0.413760
101.837405 0.803071 0.414040
101.864552 0.803144 0.414321
101.891699 0.803217 0.414602
101.918846 0.803290 0.414882
101.945992 0.803363 0.415163
101.973139 0.803437 0.415444
102.000286 0.803510 0.415724
102.027432 0.803583 0.416005
102.054579 0.803656 0.416286
102.081726 0.803729 0.416567
102.108873 0.803802 0.416849
102.136019 0.803875 0.417130
102.163166 0.803948 0.417411
102.190313 0.804021 0.417692
102.217460 0.804093 0.417974
102.244606 0.804166 0.418255
102.271753 0.804239 0.418537
102.298900 0.804312 0.418818
102.326047 0.804385 0.419100
102.353193 0.804458 0.419382
102.380340 0.804530 0.419663
102.407487 0.804603 0.419945
102.434634 0.804676 0.420227
102.461780 0.804748 0.420509
102.488927 0.804821 0.420791
102.516074 0.804894 0.421073
102.543220 0.804966 0.421355
102.570367 0.805039 0.421638
102.597514 0.805111 0.421920
102.624661 0.805184 0.422202
102.651807 0.805256 0.422485
102.678954 0.805329 0.422767
102.706101 0.805401 0.423050
102.733248 0.805474 0.423332
102.760394 0.805546 0.423615
102.787541 0.805618 0.423898
102.814688 0.805691 0.424181
102.841835 0.805763 0.424464
102.868981 0.805835 0.424747
102.896128 0.805908 0.425030
102.923275 0.805980 0.425313
102.950421 0.806052 0.425596
102.977568 0.806124 0.425879
103.004715 0.806196 0.426163
103.031862 0.806269 0.426446
103.059008 0.806341 0.426729
103.086155 0.806413 0.427013
103.113302 0.806485 0.427296
103.140449 0.806557 0.427580
103.167595 0.806629 0.427864
103.194742 0.806701 0.428147
103.221889 0.806773 0.428431
103.249036 0.806845 0.428715
103.276182 0.806917 0.428999
103.303329 0.806989 0.429283
103.330476 0.807061 0.429567
103.357623 0.807133 0.429851
103.384769 0.807204 0.430136
103.411916 0.807276 0.430420
103.439063 0.807348 0.430704
103.466209 0.807420 0.430989
103.493356 0.807491 0.431273
103.520503 0.807563 0.431558
103.547650 0.807635 0.431842
103.574796 0.807707 0.432127
103.601943 0.807778 0.432411
103.629090 0.807850 0.432696
103.656237 0.807921 0.432981
103.683383 0.807993 0.433266
103.710530 0.808065 0.433551
103.737677 0.808136 0.433836
103.764824 0.808208 0.434121
103.791970 0.808279 0.434406
103.819117 0.808351 0.434692
103.846264 0.808422 0.434977
103.873410 0.808493 0.435262
103.900557 0.808565 0.435548
103.927704 0.808636 0.435833
103.954851 0.808707 0.436119
103.981997 0.808779 0.436404
104.009144 0.808850 0.436690
104.036291 0.808921 0.436976
104.063438 0.808993 0.437261
104.090584 0.809064 0.437547
104.117731 0.809135 0.437833
104.144878 0.809206 0.438119
104.172025 0.809277 0.438405
104.199171 0.809348 0.438691
104.226318 0.809420 0.438978
104.253465 0.809491 0.439264
104.280612 0.809562 0.439550
104.307758 0.809633 0.439836
104.334905 0.809704 0.440123
104.362052 0.809775 0.440409
104.389198 0.809846 0.440696
104.416345 0.809917 0.440982
104.443492 0.809987 0.441269
104.470639 0.810058 0.441556
104.497785 0.810129 0.441843
104.524932 0.810200 0.442129
104.552079 0.810271 0.442416
104.579226 0.810342 0.442703
104.606372 0.810412 0.442990
104.633519 0.810483 0.443278
104.660666 0.810554 0.443565
104.687813 0.810625 0.443852
104.714959 0.810695 0.444139
104.742106 0.810766 0.444427
104.769253 0.810837 0.444714
104.796399 0.810907 0.445001
104.823546 0.810978 0.445289
104.850693 0.811048 0.445577
104.877840 0.811119 0.445864
104.904986 0.811189 0.446152
104.932133 0.811260 0.446440
104.959280 0.811330 0.446728
104.986427 0.811401 0.447015
105.013573 0.811471 0.447303
105.040720 0.811542 0.447591
105.067867 0.811612 0.447879
105.095014 0.811682 0.448168
105.122160 0.811753 0.448456
105.149307 0.811823 0.448744
105.176454 0.811893 0.449032
105.203601 0.811964 0.449321
105.230747 0.812034 0.449609
105.257894 0.812104 0.449898
105.285041 0.812174 0.450186
105.312187 0.812244 0.450475
105.339334 0.812315 0.450764
105.366481 0.812385 0.451052
105.393628 0.812455 0.451341
105.420774 0.812525 0.451630
105.447921 0.812595 0.451919
105.475068 0.812665 0.452208
105.502215 0.812735 0.452497
105.529361 0.812805 0.452786
105.556508 0.812875 0.453075
105.583655 0.812945 0.453364
105.610802 0.813015 0.453654
105.637948 0.813085 0.453943
105.665095 0.813155 0.454232
105.692242 0.813225 0.454522
105.719388 0.813294 0.454811
105.746535 0.813364 0.455101
105.773682 0.813434 0.455390
105.800829 0.813504 0.455680
105.827975 0.813573 0.455970
105.855122 0.813643 0.456260
105.882269 0.813713 0.456550
105.909416 0.813783 0.456839
105.936562 0.813852 0.457129
105.963709 0.813922 0.457419
105.990856 0.813991 0.457710
106.018003 0.814061 0.458000
106.045149 0.814131 0.458290
106.072296 0.814200 0.458580
106.099443 0.814270 0.458871
106.126590 0.814339 0.459161
106.153736 0.814409 0.459451
106.180883 0.814478 0.459742
106.208030 0.814548 0.460032
106.235176 0.814617 0.460323
106.262323 0.814686 0.460614
106.289470 0.814756 0.460904
106.316617 0.814825 0.461195
106.343763 0.814894 0.461486
106.370910 0.814964 0.461777
106.398057 0.815033 0.462068
106.425204 0.815102 0.462359
106.452350 0.815171 0.462650
106.479497 0.815241 0.462941
106.506644 0.815310 0.463232
106.533791 0.815379 0.463524
106.560937 0.815448 0.463815
106.588084 0.815517 0.464106
106.615231 0.815586 0.464398
106.642377 0.815655 0.464689
106.669524 0.815724 0.464981
106.696671 0.815793 0.465272
106.723818 0.815862 0.465564
106.750964 0.815931 0.465856
106.778111 0.816000 0.466147
106.805258 0.816069 0.466439
106.832405 0.816138 0.466731
106.859551 0.816207 0.467023
106.886698 0.816276 0.467315
106.913845 0.816345 0.467607
106.940992 0.816414 0.467899
106.968138 0.816483 0.468191
106.995285 0.816551 0.468484
107.022432 0.816620 0.468776
107.049579 0.816689 0.469068
107.076725 0.816758 0.469361
107.103872 0.816826 0.469653
107.131019 0.816895 0.469945
107.158165 0.816964 0.470238
107.185312 0.817032 0.470531
107.212459 0.817101 0.470823
107.239606 0.817169 0.471116
107.266752 0.817238 0.471409
107.293899 0.817307 0.471702
107.321046 0.817375 0.471994
107.348193 0.817444 0.472287
107.375339 0.817512 0.472580
107.402486 0.817581 0.472873
107.429633 0.817649 0.473166
107.456780 0.817717 0.473460
107.483926 0.817786 0.473753
107.511073 0.817854 0.474046
107.538220 0.817923 0.474339
107.565366 0.817991 0.474633
107.592513 0.818059 0.474926
107.619660 0.818127 0.475220
107.646807 0.818196 0.475513
107.673953 0.818264 0.475807
107.701100 0.818332 0.476100
107.728247 0.818400 0.476394
107.755394 0.818469 0.476688
107.782540 0.818537 0.476982
107.809687 0.818605 0.477276
107.836834 0.818673 0.477569
107.863981 0.818741 0.477863
107.891127 0.818809 0.478157
107.918274 0.818877 0.478452
107.945421 0.818945 0.478746
107.972568 0.819013 0.479040
107.999714 0.819081 0.479334
108.026861 0.819149 0.479628
108.054008 0.819217 0.479923
108.081154 0.819285 0.480217
108.108301 0.819353 0.480512
108.135448 0.819421 0.480806
108.162595 0.819489 0.481101
108.189741 0.819557 0.481395
108.216888 0.819624 0.481690
108.244035 0.819692 0.481985
108.271182 0.819760 0.482279
108.298328 0.819828 0.482574
108.325475 0.819895 0.482869
108.352622 0.819963 0.483164
108.379769 0.820031 0.483459
108.406915 0.820099 0.483754
108.434062 0.820166 0.484049
108.461209 0.820234 0.484344
108.488355 0.820301 0.484639
108.515502 0.820369 0.484935
108.542649 0.820437 0.485230
108.569796 0.820504 0.485525
108.596942 0.820572 0.485821
108.624089 0.820639 0.486116
108.651236 0.820707 0.486412
108.678383 0.820774 0.486707
108.705529 0.820842 0.487003
108.732676 0.820909 0.487298
108.759823 0.820976 0.487594
108.786970 0.821044 0.487890
108.814116 0.821111 0.488186
108.841263 0.821178 0.488482
108.868410 0.821246 0.488778
108.895557 0.821313 0.489074
108.922703 0.821380 0.489370
108.949850 0.821448 0.489666
108.976997 0.821515 0.489962
109.004143 0.821582 0.490258
109.031290 0.821649 0.490554
109.058437 0.821716 0.490850
109.085584 0.821783 0.491147
109.112730 0.821851 0.491443
109.139877 0.821918 0.491740
109.167024 0.821985 0.492036
109.194171 0.822052 0.492333
109.221317 0.822119 0.492629
109.248464 0.822186 0.492926
109.275611 0.822253 0.493222
109.302758 0.822320 0.493519
109.329904 0.822387 0.493816
109.357051 0.822454 0.494113
109.384198 0.822521 0.494410
109.411344 0.822588 0.494707
109.438491 0.822655 0.495004
109.465638 0.822721 0.495301
109.492785 0.822788 0.495598
109.519931 0.822855 0.495895
109.547078 0.822922 0.496192
109.574225 0.822989 0.496489
109.601372 0.823055 0.496787
109.628518 0.823122 0.497084
109.655665 0.823189 0.497381
